variant,instance,well,variable,group,status,n_finite_baseline,baseline_distinct,centre,scale
checked,WELL-00014_20160306070000,WELL-00014,P-TPT,mixed,kept,180,178,14067525.0,4099.389
checked,WELL-00014_20160306070000,WELL-00014,T-TPT,mixed,kept,180,180,51.0103,0.0176
checked,WELL-00014_20170214190000,WELL-00014,P-ANULAR,mixed,kept,180,48,20456980.0,19763.058
checked,WELL-00014_20170214190000,WELL-00014,P-JUS-CKGL,mixed,kept,180,173,17724755.0,13699.224
checked,WELL-00014_20170214190000,WELL-00014,P-MON-CKP,mixed,kept,180,177,3062983.25,46677.4371
checked,WELL-00014_20170214190000,WELL-00014,P-PDG,mixed,kept,180,178,23174165.0,5856.27
checked,WELL-00014_20170214190000,WELL-00014,P-TPT,mixed,dropped: zero scale,180,1,418305.0,0.0
checked,WELL-00014_20170214190000,WELL-00014,T-TPT,mixed,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00014_20170917140000,WELL-00014,P-ANULAR,positive_baseline,kept,180,118,23269290.0,136517.808
checked,WELL-00014_20170917140000,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19680587.5,134468.1135
checked,WELL-00014_20170917140000,WELL-00014,P-MON-CKP,positive_baseline,kept,180,178,2155749.25,194001.5458
checked,WELL-00014_20170917140000,WELL-00014,P-PDG,positive_baseline,kept,180,180,23397105.0,82640.124
checked,WELL-00014_20170917140000,WELL-00014,P-TPT,positive_baseline,kept,180,180,13686940.0,179757.837
checked,WELL-00014_20170917140000,WELL-00014,T-TPT,positive_baseline,kept,180,180,56.7297,0.1554
checked,WELL-00014_20170917190000,WELL-00014,P-ANULAR,positive_baseline,kept,180,128,22908212.5,209254.164
checked,WELL-00014_20170917190000,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19334827.5,212234.19
checked,WELL-00014_20170917190000,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,2018874.25,422765.6139
checked,WELL-00014_20170917190000,WELL-00014,P-PDG,positive_baseline,kept,180,180,23441557.5,160658.2425
checked,WELL-00014_20170917190000,WELL-00014,P-TPT,positive_baseline,kept,180,180,13747202.5,302884.0605
checked,WELL-00014_20170917190000,WELL-00014,T-TPT,positive_baseline,kept,180,180,56.7043,0.2512
checked,WELL-00014_20170918010114,WELL-00014,P-ANULAR,positive_baseline,kept,180,128,22451645.0,208094.0295
checked,WELL-00014_20170918010114,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,18825195.0,228324.1065
checked,WELL-00014_20170918010114,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1459083.5,504393.1221
checked,WELL-00014_20170918010114,WELL-00014,P-PDG,positive_baseline,kept,180,178,24254240.0,167882.211
checked,WELL-00014_20170918010114,WELL-00014,P-TPT,positive_baseline,kept,180,180,15646222.5,959171.7765
checked,WELL-00014_20170918010114,WELL-00014,T-TPT,positive_baseline,kept,180,180,44.2983,5.5105
checked,WELL-00014_20170918060135,WELL-00014,P-ANULAR,positive_baseline,kept,180,140,23258692.5,154824.2115
checked,WELL-00014_20170918060135,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19569315.0,181325.6865
checked,WELL-00014_20170918060135,WELL-00014,P-MON-CKP,positive_baseline,kept,180,179,1402871.25,281076.4971
checked,WELL-00014_20170918060135,WELL-00014,P-PDG,positive_baseline,kept,180,180,24371632.5,139912.962
checked,WELL-00014_20170918060135,WELL-00014,P-TPT,positive_baseline,kept,180,180,15889637.5,711407.0775
checked,WELL-00014_20170918060135,WELL-00014,T-TPT,positive_baseline,kept,180,180,44.1549,4.0588
checked,WELL-00014_20170918110103,WELL-00014,P-ANULAR,positive_baseline,kept,180,129,23248557.5,74107.761
checked,WELL-00014_20170918110103,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,176,19580737.5,83207.2185
checked,WELL-00014_20170918110103,WELL-00014,P-MON-CKP,positive_baseline,kept,180,172,1201431.75,39536.1235
checked,WELL-00014_20170918110103,WELL-00014,P-PDG,positive_baseline,kept,180,180,24397187.5,128811.9945
checked,WELL-00014_20170918110103,WELL-00014,P-TPT,positive_baseline,kept,180,180,16048985.0,986184.7485
checked,WELL-00014_20170918110103,WELL-00014,T-TPT,positive_baseline,kept,180,180,44.3744,6.6627
checked,WELL-00014_20170920000042,WELL-00014,P-ANULAR,positive_baseline,kept,180,106,23334402.5,84838.0785
checked,WELL-00014_20170920000042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,173,19693072.5,63073.5105
checked,WELL-00014_20170920000042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1491677.75,267232.7196
checked,WELL-00014_20170920000042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24342810.0,197797.3725
checked,WELL-00014_20170920000042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15614042.5,892369.527
checked,WELL-00014_20170920000042,WELL-00014,T-TPT,positive_baseline,kept,180,180,49.5318,6.6228
checked,WELL-00014_20170920050228,WELL-00014,P-ANULAR,positive_baseline,kept,180,119,23321462.5,98418.6945
checked,WELL-00014_20170920050228,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19700770.0,82351.017
checked,WELL-00014_20170920050228,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1465314.25,253108.7307
checked,WELL-00014_20170920050228,WELL-00014,P-PDG,positive_baseline,kept,180,180,24254182.5,276060.12
checked,WELL-00014_20170920050228,WELL-00014,P-TPT,positive_baseline,kept,180,179,15331227.5,1157999.556
checked,WELL-00014_20170920050228,WELL-00014,T-TPT,positive_baseline,kept,180,180,51.6483,6.7448
checked,WELL-00014_20170920100053,WELL-00014,P-ANULAR,positive_baseline,kept,180,112,23358737.5,111813.9855
checked,WELL-00014_20170920100053,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19732437.5,94215.5235
checked,WELL-00014_20170920100053,WELL-00014,P-MON-CKP,positive_baseline,kept,180,179,1434879.0,240304.6264
checked,WELL-00014_20170920100053,WELL-00014,P-PDG,positive_baseline,kept,180,178,24267807.5,274251.348
checked,WELL-00014_20170920100053,WELL-00014,P-TPT,positive_baseline,kept,180,180,15427755.0,1189093.3845
checked,WELL-00014_20170920100053,WELL-00014,T-TPT,positive_baseline,kept,180,180,50.2246,7.6391
checked,WELL-00014_20170920180207,WELL-00014,P-ANULAR,positive_baseline,kept,180,122,23224570.0,144597.978
checked,WELL-00014_20170920180207,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19593435.0,140213.1885
checked,WELL-00014_20170920180207,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,3285161.0,1272535.5951
checked,WELL-00014_20170920180207,WELL-00014,P-PDG,positive_baseline,kept,180,180,24137425.0,127114.4175
checked,WELL-00014_20170920180207,WELL-00014,P-TPT,positive_baseline,kept,180,180,14841822.5,348462.891
checked,WELL-00014_20170920180207,WELL-00014,T-TPT,positive_baseline,kept,180,180,54.8021,1.2971
checked,WELL-00014_20170920230053,WELL-00014,P-ANULAR,positive_baseline,kept,180,126,23224570.0,156013.998
checked,WELL-00014_20170920230053,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19579102.5,153786.3915
checked,WELL-00014_20170920230053,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1937624.75,766570.5463
checked,WELL-00014_20170920230053,WELL-00014,P-PDG,positive_baseline,kept,180,180,24289515.0,250070.142
checked,WELL-00014_20170920230053,WELL-00014,P-TPT,positive_baseline,kept,180,180,15383867.5,913807.923
checked,WELL-00014_20170920230053,WELL-00014,T-TPT,positive_baseline,kept,180,180,50.4622,7.7293
checked,WELL-00014_20170921040404,WELL-00014,P-ANULAR,positive_baseline,kept,180,116,23196615.0,78006.999
checked,WELL-00014_20170921040404,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,175,19555372.5,73414.6455
checked,WELL-00014_20170921040404,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1801052.75,542103.4237
checked,WELL-00014_20170921040404,WELL-00014,P-PDG,positive_baseline,kept,180,180,24343287.5,190058.2005
checked,WELL-00014_20170921040404,WELL-00014,P-TPT,positive_baseline,kept,180,180,15602942.5,837064.8405
checked,WELL-00014_20170921040404,WELL-00014,T-TPT,positive_baseline,kept,180,180,46.9602,6.6254
checked,WELL-00014_20170921090155,WELL-00014,P-ANULAR,positive_baseline,kept,180,105,22960832.5,130342.779
checked,WELL-00014_20170921090155,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19359392.5,120290.751
checked,WELL-00014_20170921090155,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1313231.25,191951.4807
checked,WELL-00014_20170921090155,WELL-00014,P-PDG,positive_baseline,kept,180,180,24348325.0,191796.549
checked,WELL-00014_20170921090155,WELL-00014,P-TPT,positive_baseline,kept,180,180,15509422.5,895534.878
checked,WELL-00014_20170921090155,WELL-00014,T-TPT,positive_baseline,kept,180,180,48.8656,7.599
checked,WELL-00014_20170921140042,WELL-00014,P-ANULAR,positive_baseline,kept,180,106,23077240.0,46805.682
checked,WELL-00014_20170921140042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,174,19446225.0,27720.9135
checked,WELL-00014_20170921140042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,178,1295712.25,134164.1805
checked,WELL-00014_20170921140042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24301812.5,240737.175
checked,WELL-00014_20170921140042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15357877.5,1166391.072
checked,WELL-00014_20170921140042,WELL-00014,T-TPT,positive_baseline,kept,180,180,51.0654,7.6243
checked,WELL-00014_20170921190114,WELL-00014,P-ANULAR,positive_baseline,kept,180,111,22984722.5,93611.364
checked,WELL-00014_20170921190114,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19357832.5,93314.844
checked,WELL-00014_20170921190114,WELL-00014,P-MON-CKP,positive_baseline,kept,180,179,1336432.0,169038.2683
checked,WELL-00014_20170921190114,WELL-00014,P-PDG,positive_baseline,kept,180,180,24283480.0,250815.1485
checked,WELL-00014_20170921190114,WELL-00014,P-TPT,positive_baseline,kept,180,180,15387795.0,979791.036
checked,WELL-00014_20170921190114,WELL-00014,T-TPT,positive_baseline,kept,180,180,50.7499,7.7204
checked,WELL-00014_20170922000042,WELL-00014,P-ANULAR,positive_baseline,kept,180,108,22998320.0,79311.687
checked,WELL-00014_20170922000042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19367192.5,77995.8795
checked,WELL-00014_20170922000042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1272587.25,120180.2973
checked,WELL-00014_20170922000042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24379430.0,154976.178
checked,WELL-00014_20170922000042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15700097.5,823450.866
checked,WELL-00014_20170922000042,WELL-00014,T-TPT,positive_baseline,kept,180,180,48.2366,8.347
checked,WELL-00014_20170922050124,WELL-00014,P-ANULAR,positive_baseline,kept,180,114,23003580.0,88737.3165
checked,WELL-00014_20170922050124,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19376710.0,100327.542
checked,WELL-00014_20170922050124,WELL-00014,P-MON-CKP,positive_baseline,kept,180,178,1293723.5,144834.082
checked,WELL-00014_20170922050124,WELL-00014,P-PDG,positive_baseline,kept,180,179,24296197.5,253087.233
checked,WELL-00014_20170922050124,WELL-00014,P-TPT,positive_baseline,kept,180,180,15375110.0,1147195.1085
checked,WELL-00014_20170922050124,WELL-00014,T-TPT,positive_baseline,kept,180,180,50.5144,8.2465
checked,WELL-00014_20170922100042,WELL-00014,P-ANULAR,positive_baseline,kept,180,116,23054882.5,80086.3455
checked,WELL-00014_20170922100042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,173,19426590.0,75923.946
checked,WELL-00014_20170922100042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1325560.75,172071.668
checked,WELL-00014_20170922100042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24357500.0,183060.3285
checked,WELL-00014_20170922100042,WELL-00014,P-TPT,positive_baseline,kept,180,179,15597055.0,947136.771
checked,WELL-00014_20170922100042,WELL-00014,T-TPT,positive_baseline,kept,180,180,48.8694,9.1657
checked,WELL-00014_20170922150249,WELL-00014,P-ANULAR,positive_baseline,kept,180,130,23003580.0,187222.728
checked,WELL-00014_20170922150249,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,180,19560560.0,197949.339
checked,WELL-00014_20170922150249,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1671413.0,580685.1236
checked,WELL-00014_20170922150249,WELL-00014,P-PDG,positive_baseline,kept,180,180,24181675.0,354915.9075
checked,WELL-00014_20170922150249,WELL-00014,P-TPT,positive_baseline,kept,180,180,15293582.5,1002189.4155
checked,WELL-00014_20170922150249,WELL-00014,T-TPT,positive_baseline,kept,180,180,52.857,4.3095
checked,WELL-00014_20170925000031,WELL-00014,P-ANULAR,positive_baseline,kept,180,131,23493785.0,157048.1115
checked,WELL-00014_20170925000031,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,177,19866315.0,181373.871
checked,WELL-00014_20170925000031,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1442378.5,325357.3113
checked,WELL-00014_20170925000031,WELL-00014,P-PDG,positive_baseline,kept,180,179,23936105.0,496218.807
checked,WELL-00014_20170925000031,WELL-00014,P-TPT,positive_baseline,kept,180,180,14456797.5,1283004.975
checked,WELL-00014_20170925000031,WELL-00014,T-TPT,positive_baseline,kept,180,179,53.1372,5.0582
checked,WELL-00014_20170925050042,WELL-00014,P-ANULAR,positive_baseline,kept,180,125,23418365.0,127796.4135
checked,WELL-00014_20170925050042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,174,19818892.5,78214.563
checked,WELL-00014_20170925050042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1316185.75,127088.1013
checked,WELL-00014_20170925050042,WELL-00014,P-PDG,positive_baseline,kept,180,179,24274580.0,198976.0395
checked,WELL-00014_20170925050042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15614080.0,1236165.9345
checked,WELL-00014_20170925050042,WELL-00014,T-TPT,positive_baseline,kept,180,180,47.0473,7.7734
checked,WELL-00014_20170925100124,WELL-00014,P-ANULAR,positive_baseline,kept,180,119,22958420.0,162066.7125
checked,WELL-00014_20170925100124,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,179,19412495.0,142014.5475
checked,WELL-00014_20170925100124,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1335958.25,182994.3528
checked,WELL-00014_20170925100124,WELL-00014,P-PDG,positive_baseline,kept,180,180,24223050.0,193379.2245
checked,WELL-00014_20170925100124,WELL-00014,P-TPT,positive_baseline,kept,180,180,15530977.5,914211.9315
checked,WELL-00014_20170925100124,WELL-00014,T-TPT,positive_baseline,kept,180,180,49.865,6.858
checked,WELL-00014_20170925150218,WELL-00014,P-ANULAR,positive_baseline,kept,180,133,23029535.0,206844.939
checked,WELL-00014_20170925150218,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,180,19486982.5,199250.3205
checked,WELL-00014_20170925150218,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1616261.0,537385.4199
checked,WELL-00014_20170925150218,WELL-00014,P-PDG,positive_baseline,kept,180,180,24129955.0,347050.7145
checked,WELL-00014_20170925150218,WELL-00014,P-TPT,positive_baseline,kept,180,180,15225097.5,1287163.668
checked,WELL-00014_20170925150218,WELL-00014,T-TPT,positive_baseline,kept,180,180,52.7654,4.5526
checked,WELL-00014_20170925200042,WELL-00014,P-ANULAR,positive_baseline,kept,180,118,23024622.5,95690.7105
checked,WELL-00014_20170925200042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,175,19477557.5,67035.759
checked,WELL-00014_20170925200042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1528344.5,357508.6042
checked,WELL-00014_20170925200042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24039292.5,371643.342
checked,WELL-00014_20170925200042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15009040.0,1227470.4855
checked,WELL-00014_20170925200042,WELL-00014,T-TPT,positive_baseline,kept,180,180,53.1151,4.4267
checked,WELL-00014_20170926010340,WELL-00014,P-ANULAR,positive_baseline,kept,180,110,23003580.0,95364.5385
checked,WELL-00014_20170926010340,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19466315.0,78666.756
checked,WELL-00014_20170926010340,WELL-00014,P-MON-CKP,positive_baseline,kept,180,179,1417397.75,212196.7543
checked,WELL-00014_20170926010340,WELL-00014,P-PDG,positive_baseline,kept,180,180,24112932.5,304422.258
checked,WELL-00014_20170926010340,WELL-00014,P-TPT,positive_baseline,kept,180,180,15130527.5,1124626.23
checked,WELL-00014_20170926010340,WELL-00014,T-TPT,positive_baseline,kept,180,180,53.1654,4.4338
checked,WELL-00014_20170926060042,WELL-00014,P-ANULAR,positive_baseline,kept,180,118,23272795.0,131321.295
checked,WELL-00014_20170926060042,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,178,19747142.5,152359.389
checked,WELL-00014_20170926060042,WELL-00014,P-MON-CKP,positive_baseline,kept,180,178,1458496.0,165247.6308
checked,WELL-00014_20170926060042,WELL-00014,P-PDG,positive_baseline,kept,180,180,24122905.0,251500.851
checked,WELL-00014_20170926060042,WELL-00014,P-TPT,positive_baseline,kept,180,180,15283372.5,905890.839
checked,WELL-00014_20170926060042,WELL-00014,T-TPT,positive_baseline,kept,180,180,52.5152,4.9813
checked,WELL-00014_20170926110103,WELL-00014,P-ANULAR,positive_baseline,kept,180,123,23348840.0,191121.966
checked,WELL-00014_20170926110103,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,179,19839345.0,208638.885
checked,WELL-00014_20170926110103,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,1974196.5,756687.1641
checked,WELL-00014_20170926110103,WELL-00014,P-PDG,positive_baseline,kept,180,180,23874580.0,386966.013
checked,WELL-00014_20170926110103,WELL-00014,P-TPT,positive_baseline,kept,180,180,14706920.0,1096052.8215
checked,WELL-00014_20170926110103,WELL-00014,T-TPT,positive_baseline,kept,180,180,54.4854,2.6007
checked,WELL-00014_20170926160228,WELL-00014,P-ANULAR,positive_baseline,kept,180,101,23298230.0,93611.364
checked,WELL-00014_20170926160228,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,176,19790832.5,94126.5675
checked,WELL-00014_20170926160228,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,2280598.0,640382.0125
checked,WELL-00014_20170926160228,WELL-00014,P-PDG,positive_baseline,kept,180,180,23751455.0,194146.47
checked,WELL-00014_20170926160228,WELL-00014,P-TPT,positive_baseline,kept,180,180,14447432.5,473056.8885
checked,WELL-00014_20170926160228,WELL-00014,T-TPT,positive_baseline,kept,180,180,55.7559,0.7029
checked,WELL-00014_20171028070000,WELL-00014,P-ANULAR,positive_baseline,kept,180,90,22966310.0,31846.248
checked,WELL-00014_20171028070000,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,172,19474650.0,30500.7885
checked,WELL-00014_20171028070000,WELL-00014,P-MON-CKP,positive_baseline,kept,180,179,2487377.5,168308.8292
checked,WELL-00014_20171028070000,WELL-00014,P-PDG,positive_baseline,kept,180,179,23415447.5,48421.716
checked,WELL-00014_20171028070000,WELL-00014,P-TPT,positive_baseline,kept,180,180,13843472.5,111261.717
checked,WELL-00014_20171028070000,WELL-00014,T-TPT,positive_baseline,kept,180,180,56.4284,0.099
checked,WELL-00014_20171028120000,WELL-00014,P-ANULAR,positive_baseline,kept,180,69,23003580.0,7798.476
checked,WELL-00014_20171028120000,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,157,19520132.5,16041.732
checked,WELL-00014_20171028120000,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,2529953.25,287450.1945
checked,WELL-00014_20171028120000,WELL-00014,P-PDG,positive_baseline,kept,180,180,23425142.5,84934.4475
checked,WELL-00014_20171028120000,WELL-00014,P-TPT,positive_baseline,kept,180,179,13875382.5,185413.956
checked,WELL-00014_20171028120000,WELL-00014,T-TPT,positive_baseline,kept,180,180,56.3383,0.1471
checked,WELL-00014_20171028170038,WELL-00014,P-ANULAR,positive_baseline,kept,180,115,23035150.0,48755.301
checked,WELL-00014_20171028170038,WELL-00014,P-JUS-CKGL,positive_baseline,kept,180,172,19555647.5,48566.2695
checked,WELL-00014_20171028170038,WELL-00014,P-MON-CKP,positive_baseline,kept,180,180,2402699.75,393927.5613
checked,WELL-00014_20171028170038,WELL-00014,P-PDG,positive_baseline,kept,180,180,23465242.5,117648.0165
checked,WELL-00014_20171028170038,WELL-00014,P-TPT,positive_baseline,kept,180,180,13956427.5,268532.2185
checked,WELL-00014_20171028170038,WELL-00014,T-TPT,positive_baseline,kept,180,180,56.292,0.2505
checked,WELL-00015_20170620122925,WELL-00015,P-ANULAR,mixed,kept,180,108,21098050.0,10852.632
checked,WELL-00015_20170620122925,WELL-00015,P-JUS-CKGL,mixed,kept,180,148,17560770.0,8584.254
checked,WELL-00015_20170620122925,WELL-00015,P-MON-CKP,mixed,kept,180,180,4667527.25,233734.1139
checked,WELL-00015_20170620122925,WELL-00015,P-PDG,mixed,kept,180,180,25014797.5,12098.016
checked,WELL-00015_20170620122925,WELL-00015,P-TPT,mixed,dropped: zero scale,180,1,2941990000.0,0.0
checked,WELL-00015_20170620122925,WELL-00015,T-TPT,mixed,kept,180,180,53.1983,0.8365
checked,WELL-00016_20190924191606,WELL-00016,P-ANULAR,normal,kept,180,178,21710397.5,193575.669
checked,WELL-00016_20190924191606,WELL-00016,P-JUS-CKGL,normal,kept,180,180,19335820.0,388645.0575
checked,WELL-00016_20190924191606,WELL-00016,P-MON-CKP,normal,kept,180,180,2585700.0,2702390.9881
checked,WELL-00016_20190924191606,WELL-00016,P-PDG,normal,kept,180,179,24822470.0,90460.839
checked,WELL-00016_20190924191606,WELL-00016,P-TPT,normal,kept,180,180,15254040.0,528687.747
checked,WELL-00016_20190924191606,WELL-00016,T-TPT,normal,kept,180,180,49.9181,16.5117
checked,WELL-00019_20120601165020,WELL-00019,P-ANULAR,mixed,no finite baseline value,0,0,,
checked,WELL-00019_20120601165020,WELL-00019,P-JUS-CKGL,mixed,kept,180,41,15898720.0,7665.042
checked,WELL-00019_20120601165020,WELL-00019,P-MON-CKP,mixed,kept,180,167,3515071.0,173253.6708
checked,WELL-00019_20120601165020,WELL-00019,P-PDG,mixed,kept,180,178,13529767.5,21671.9055
checked,WELL-00019_20120601165020,WELL-00019,P-TPT,mixed,kept,180,77,7376290.0,59368.4931
checked,WELL-00019_20120601165020,WELL-00019,T-TPT,mixed,kept,180,129,47.7329,0.288
checked,WELL-00019_20141117190526,WELL-00019,P-ANULAR,mixed,no finite baseline value,0,0,,
checked,WELL-00019_20141117190526,WELL-00019,P-JUS-CKGL,mixed,kept,180,26,15736775.0,8799.231
checked,WELL-00019_20141117190526,WELL-00019,P-MON-CKP,mixed,kept,180,169,1565505.25,55906.9927
checked,WELL-00019_20141117190526,WELL-00019,P-PDG,mixed,kept,180,159,13509872.5,9881.529
checked,WELL-00019_20141117190526,WELL-00019,P-TPT,mixed,kept,180,48,6614083.0,16376.7996
checked,WELL-00019_20141117190526,WELL-00019,T-TPT,mixed,kept,180,127,53.7695,0.3438
checked,WELL-00019_20150614025713,WELL-00019,P-ANULAR,mixed,no finite baseline value,0,0,,
checked,WELL-00019_20150614025713,WELL-00019,P-JUS-CKGL,mixed,kept,180,97,17540355.0,30864.0255
checked,WELL-00019_20150614025713,WELL-00019,P-MON-CKP,mixed,kept,180,178,1666782.5,123316.3669
checked,WELL-00019_20150614025713,WELL-00019,P-PDG,mixed,kept,180,179,14049415.0,21775.6875
checked,WELL-00019_20150614025713,WELL-00019,P-TPT,mixed,kept,180,33,6817246.0,22792.0098
checked,WELL-00019_20150614025713,WELL-00019,T-TPT,mixed,kept,180,95,53.2352,0.0909
checked,WELL-00019_20170307235203,WELL-00019,P-ANULAR,normal,no finite baseline value,0,0,,
checked,WELL-00019_20170307235203,WELL-00019,P-JUS-CKGL,normal,kept,180,80,16743905.0,9451.575
checked,WELL-00019_20170307235203,WELL-00019,P-MON-CKP,normal,kept,180,179,1752558.25,137319.524
checked,WELL-00019_20170307235203,WELL-00019,P-PDG,normal,kept,180,178,14746900.0,28284.3015
checked,WELL-00019_20170307235203,WELL-00019,P-TPT,normal,kept,180,147,18728522.5,71405.7225
checked,WELL-00019_20170307235203,WELL-00019,T-TPT,normal,kept,180,67,-24.9595,0.0168
checked,WELL-00019_20210617032654,WELL-00019,P-ANULAR,mixed,no finite baseline value,0,0,,
checked,WELL-00019_20210617032654,WELL-00019,P-JUS-CKGL,mixed,kept,180,100,17780375.0,23666.0025
checked,WELL-00019_20210617032654,WELL-00019,P-MON-CKP,mixed,kept,180,175,2384690.0,277788.4609
checked,WELL-00019_20210617032654,WELL-00019,P-PDG,mixed,dropped: zero scale,180,1,18.3576,0.0
checked,WELL-00019_20210617032654,WELL-00019,P-TPT,mixed,dropped: zero scale,180,6,-8596926.0,0.0
checked,WELL-00019_20210617032654,WELL-00019,T-TPT,mixed,dropped: zero scale,180,1,-24.9379,0.0
checked,WELL-00020_20140314144539,WELL-00020,P-ANULAR,positive_baseline,kept,180,160,19226152.5,470751.4455
checked,WELL-00020_20140314144539,WELL-00020,P-JUS-CKGL,positive_baseline,kept,180,180,16651305.0,2209.074
checked,WELL-00020_20140314144539,WELL-00020,P-MON-CKP,positive_baseline,kept,180,180,7656476.0,185577.042
checked,WELL-00020_20140314144539,WELL-00020,P-PDG,positive_baseline,dropped: zero scale,180,1,32308910.0,0.0
checked,WELL-00020_20140314144539,WELL-00020,P-TPT,positive_baseline,kept,180,171,15505642.5,393100.2705
checked,WELL-00020_20140314144539,WELL-00020,T-TPT,positive_baseline,kept,180,177,84.9253,1.7356
checked,WELL-00020_20140317130658,WELL-00020,P-ANULAR,positive_baseline,kept,180,60,11701745.0,46323.837
checked,WELL-00020_20140317130658,WELL-00020,P-JUS-CKGL,positive_baseline,kept,180,180,16567485.0,2631.615
checked,WELL-00020_20140317130658,WELL-00020,P-MON-CKP,positive_baseline,kept,180,180,3924968.0,42962.4121
checked,WELL-00020_20140317130658,WELL-00020,P-PDG,positive_baseline,dropped: zero scale,180,1,32308910.0,0.0
checked,WELL-00020_20140317130658,WELL-00020,P-TPT,positive_baseline,kept,180,142,8814797.0,115464.5173
checked,WELL-00020_20140317130658,WELL-00020,T-TPT,positive_baseline,kept,180,173,98.8365,0.131
checked,WELL-00020_20140318005900,WELL-00020,P-ANULAR,positive_baseline,dropped: zero scale,180,55,10573270.0,0.0
checked,WELL-00020_20140318005900,WELL-00020,P-JUS-CKGL,positive_baseline,kept,180,89,16571930.0,207.564
checked,WELL-00020_20140318005900,WELL-00020,P-MON-CKP,positive_baseline,kept,180,180,3588608.5,166511.918
checked,WELL-00020_20140318005900,WELL-00020,P-PDG,positive_baseline,dropped: zero scale,180,1,32308910.0,0.0
checked,WELL-00020_20140318005900,WELL-00020,P-TPT,positive_baseline,kept,180,167,8048598.5,95447.1934
checked,WELL-00020_20140318005900,WELL-00020,T-TPT,positive_baseline,kept,180,172,99.4875,0.1725
checked,WELL-00020_20140318135038,WELL-00020,P-ANULAR,positive_baseline,dropped: zero scale,180,22,9615695.0,0.0
checked,WELL-00020_20140318135038,WELL-00020,P-JUS-CKGL,positive_baseline,kept,180,178,16578525.0,1727.229
checked,WELL-00020_20140318135038,WELL-00020,P-MON-CKP,positive_baseline,kept,180,180,3067652.25,210551.439
