variant,detector,instance,well,folder_label,group,n_windows,n_stream,n_scored,n_refused,n_inf_windows,threshold,first_fault_position,n_pre,n_pre_fired,detected,delay_windows,refusal
checked,spc,WELL-00014_20170917110016,WELL-00014,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00014_20170919200016,WELL-00014,3,short,3,0,0,0,0,,0.0,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,spc,WELL-00014_20170923150033,WELL-00014,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00014_20170923170059,WELL-00014,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00014_20170923190120,WELL-00014,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00014_20170924160050,WELL-00014,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00015_20190922060029,WELL-00015,9,short,2,0,0,0,0,,,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,spc,WELL-00016_20150418132043,WELL-00016,9,short,2,0,0,0,0,,0.0,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,spc,WELL-00016_20180405005319,WELL-00016,5,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00016_20180517212322,WELL-00016,5,short,3,0,0,0,0,,0.0,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,spc,WELL-00016_20190925110952,WELL-00016,9,short,3,0,0,0,0,,,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,spc,WELL-00020_20131004225400,WELL-00020,9,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00033_20191004020000,WELL-00033,9,short,2,0,0,0,0,,,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,spc,WELL-00034_20190825150318,WELL-00034,9,short,3,0,0,0,0,,,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,spc,WELL-00034_20191003180056,WELL-00034,9,short,3,0,0,0,0,,,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,spc,WELL-00035_20190824140503,WELL-00035,9,short,2,0,0,0,0,,,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,spc,WELL-00035_20190923023106,WELL-00035,9,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00036_20190925100042,WELL-00036,9,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00036_20190930083101,WELL-00036,9,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00037_20190924193953,WELL-00037,9,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,spc,WELL-00042_20141218004109,WELL-00042,9,short,2,0,0,0,0,,1.0,,,,,design: instance has 2 window(s); the first 3 are its baseline
unchecked,clock,WELL-00001_20140124083303,WELL-00001,1,mixed,16,13,13,0,0,2.0,12.0,9.0,9.0,True,0.0,
unchecked,clock,WELL-00001_20170226130146,WELL-00001,7,mixed,20,17,17,0,0,2.0,9.0,6.0,6.0,True,0.0,
unchecked,clock,WELL-00002_20140212160333,WELL-00002,6,mixed,6,3,3,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00006_20170731170930,WELL-00006,1,mixed,26,23,23,0,0,2.0,15.0,12.0,12.0,True,0.0,
unchecked,clock,WELL-00006_20180617190257,WELL-00006,1,mixed,14,11,11,0,0,2.0,11.0,8.0,8.0,True,0.0,
unchecked,clock,WELL-00006_20180620152903,WELL-00006,7,mixed,31,28,28,0,0,2.0,3.0,0.0,0.0,True,0.0,
unchecked,clock,WELL-00014_20160304155906,WELL-00014,9,mixed,18,15,15,0,0,2.0,5.0,2.0,2.0,True,0.0,
unchecked,clock,WELL-00014_20160306070000,WELL-00014,9,mixed,9,6,6,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00014_20170214190000,WELL-00014,9,mixed,5,2,2,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00015_20170620122925,WELL-00015,5,mixed,5,2,2,0,0,2.0,3.0,0.0,0.0,True,0.0,
unchecked,clock,WELL-00019_20120601165020,WELL-00019,8,mixed,66,63,63,0,0,2.0,28.0,25.0,25.0,True,0.0,
unchecked,clock,WELL-00019_20141117190526,WELL-00019,8,mixed,86,83,83,0,0,2.0,11.0,8.0,8.0,True,0.0,
unchecked,clock,WELL-00019_20150614025713,WELL-00019,8,mixed,45,42,42,0,0,2.0,14.0,11.0,11.0,True,0.0,
unchecked,clock,WELL-00019_20210617032654,WELL-00019,8,mixed,69,66,66,0,0,2.0,14.0,11.0,11.0,True,0.0,
unchecked,clock,WELL-00020_20140319110000,WELL-00020,5,mixed,16,13,13,0,0,2.0,3.0,0.0,0.0,True,0.0,
unchecked,clock,WELL-00021_20180611011218,WELL-00021,7,mixed,11,8,8,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00021_20190403013307,WELL-00021,7,mixed,12,9,9,0,0,2.0,7.0,4.0,4.0,True,0.0,
unchecked,clock,WELL-00022_20180802233838,WELL-00022,7,mixed,83,80,80,0,0,2.0,22.0,19.0,19.0,True,0.0,
unchecked,clock,WELL-00022_20180912025800,WELL-00022,7,mixed,155,152,152,0,0,2.0,7.0,4.0,4.0,True,0.0,
unchecked,clock,WELL-00022_20180919003240,WELL-00022,7,mixed,79,76,76,0,0,2.0,9.0,6.0,6.0,True,0.0,
unchecked,clock,WELL-00022_20180925003447,WELL-00022,7,mixed,212,209,209,0,0,2.0,13.0,10.0,10.0,True,0.0,
unchecked,clock,WELL-00022_20181007080700,WELL-00022,7,mixed,108,105,105,0,0,2.0,21.0,18.0,18.0,True,0.0,
unchecked,clock,WELL-00022_20181020133850,WELL-00022,7,mixed,48,45,45,0,0,2.0,9.0,6.0,6.0,True,0.0,
unchecked,clock,WELL-00022_20181026005827,WELL-00022,7,mixed,134,131,131,0,0,2.0,28.0,25.0,25.0,True,0.0,
unchecked,clock,WELL-00022_20181101193049,WELL-00022,7,mixed,31,28,28,0,0,2.0,6.0,3.0,3.0,True,0.0,
unchecked,clock,WELL-00023_20180826212652,WELL-00023,7,mixed,154,151,151,0,0,2.0,8.0,5.0,5.0,True,0.0,
unchecked,clock,WELL-00023_20181014121654,WELL-00023,7,mixed,78,75,75,0,0,2.0,18.0,15.0,15.0,True,0.0,
unchecked,clock,WELL-00023_20181019115124,WELL-00023,7,mixed,134,131,131,0,0,2.0,18.0,15.0,15.0,True,0.0,
unchecked,clock,WELL-00023_20181030045054,WELL-00023,7,mixed,62,59,59,0,0,2.0,6.0,3.0,3.0,True,0.0,
unchecked,clock,WELL-00024_20160712123044,WELL-00024,7,mixed,109,106,106,0,0,2.0,7.0,4.0,4.0,True,0.0,
unchecked,clock,WELL-00024_20160720230624,WELL-00024,7,mixed,32,29,29,0,0,2.0,11.0,8.0,8.0,True,0.0,
unchecked,clock,WELL-00024_20160722105543,WELL-00024,7,mixed,53,50,50,0,0,2.0,9.0,6.0,6.0,True,0.0,
unchecked,clock,WELL-00024_20160729172014,WELL-00024,7,mixed,37,34,34,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00024_20160825100303,WELL-00024,7,mixed,21,18,18,0,0,2.0,9.0,6.0,6.0,True,0.0,
unchecked,clock,WELL-00024_20160909220000,WELL-00024,7,mixed,32,29,29,0,0,2.0,18.0,15.0,15.0,True,0.0,
unchecked,clock,WELL-00024_20161001112049,WELL-00024,7,mixed,50,47,47,0,0,2.0,5.0,2.0,2.0,True,0.0,
unchecked,clock,WELL-00024_20161026065657,WELL-00024,7,mixed,48,45,45,0,0,2.0,6.0,3.0,3.0,True,0.0,
unchecked,clock,WELL-00025_20200629194141,WELL-00025,8,mixed,199,196,196,0,0,2.0,23.0,20.0,20.0,True,0.0,
unchecked,clock,WELL-00026_20160601130000,WELL-00026,8,mixed,51,48,48,0,0,2.0,5.0,2.0,2.0,True,0.0,
unchecked,clock,WELL-00026_20170207230000,WELL-00026,8,mixed,161,158,158,0,0,2.0,36.0,33.0,33.0,True,0.0,
unchecked,clock,WELL-00026_20170608230000,WELL-00026,8,mixed,144,141,141,0,0,2.0,65.0,62.0,62.0,True,0.0,
unchecked,clock,WELL-00027_20230918170106,WELL-00027,8,mixed,188,185,185,0,0,2.0,13.0,10.0,10.0,True,0.0,
unchecked,clock,WELL-00028_20210617053128,WELL-00028,8,mixed,89,86,86,0,0,2.0,12.0,9.0,9.0,True,0.0,
unchecked,clock,WELL-00029_20201020231724,WELL-00029,8,mixed,39,36,36,0,0,2.0,15.0,12.0,12.0,True,0.0,
unchecked,clock,WELL-00030_20141108012623,WELL-00030,8,mixed,43,40,40,0,0,2.0,8.0,5.0,5.0,True,0.0,
unchecked,clock,WELL-00031_20140403170404,WELL-00031,8,mixed,99,96,96,0,0,2.0,7.0,4.0,4.0,True,0.0,
unchecked,clock,WELL-00032_20110830235321,WELL-00032,8,mixed,36,33,33,0,0,2.0,10.0,7.0,7.0,True,0.0,
unchecked,clock,WELL-00037_20181011071238,WELL-00037,9,mixed,7,4,4,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00037_20181013022427,WELL-00037,9,mixed,5,2,2,0,0,2.0,3.0,0.0,0.0,True,0.0,
unchecked,clock,WELL-00040_20181013160242,WELL-00040,9,mixed,8,5,5,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00041_20181013160201,WELL-00041,9,mixed,8,5,5,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00042_20141217142745,WELL-00042,9,mixed,9,6,6,0,0,2.0,5.0,2.0,2.0,True,0.0,
unchecked,clock,WELL-00042_20141221190219,WELL-00042,9,mixed,7,4,4,0,0,2.0,4.0,1.0,1.0,True,0.0,
unchecked,clock,WELL-00001_20170201010207,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170201060114,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170201110124,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170201160311,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170201210228,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170202020343,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170202070239,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170218000146,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170218050218,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170218100218,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170218150135,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170219010042,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170219060031,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170219110021,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170219160053,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170219210332,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170421090251,WELL-00001,0,normal,5,2,2,0,0,2.0,,2.0,2.0,,,
unchecked,clock,WELL-00001_20170422030000,WELL-00001,0,normal,5,2,2,0,0,2.0,,2.0,2.0,,,
unchecked,clock,WELL-00001_20170424170042,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170424220156,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170425030207,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170425080343,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170425130042,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170520180000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170520230000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170521040000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170521090000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170521140000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170521190000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170522000000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170522050000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170522100000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170522150000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170522200000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170523010012,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170523060000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170523110000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170523160000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170523210000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170524020000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170524070000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170524120000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170524170000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170524220000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170525030000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170525080000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170525130000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170525180000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170525230000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170526040000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170526090000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170526140000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170526190000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170527000000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170527050000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170527100000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170527150000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170527200000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170528010000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170528060000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170528110000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170528160000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170528210000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170626090246,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170626140123,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170626190135,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170627000333,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170823040000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170823140000,WELL-00001,0,normal,5,2,2,0,0,2.0,,2.0,2.0,,,
unchecked,clock,WELL-00001_20170823190000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170824000000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170824050000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170824100000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170824150000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170824200000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170825010000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170825060000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170825110000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170825160000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170825210000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170826020000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170826070000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170826120000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170826170000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170826220000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170827030000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170827080000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170827130000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170827180000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170827230000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170828040000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00001_20170828090000,WELL-00001,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170209110022,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170209160152,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170209210033,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170210020033,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170210070407,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170210120152,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170210170033,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170210220203,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170211030225,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170211080129,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170211130152,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170211180129,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170211230141,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170212040225,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170212090203,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170212140407,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170212190429,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170213000322,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170213050225,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170213100344,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170213150107,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170213200214,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170214010118,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170214060141,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170214110056,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170214160044,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170214210322,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170215020259,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170215070056,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170215120214,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170215170118,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170215220129,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170216030141,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170216080118,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170216130152,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170216180214,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170216230107,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170217040451,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170217090355,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170217140248,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170217190225,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170218000237,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170218050225,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170218100022,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170218150214,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170219010033,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170219060129,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170219110152,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170219160203,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170219210214,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170307190031,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170308000103,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170308050042,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170308100124,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170308150353,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170308200218,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170309010218,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
unchecked,clock,WELL-00002_20170309060218,WELL-00002,0,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
