experiment,folder,tag,n_samples,n_good,first_timestamp,last_timestamp,calculation_basis,retrieval_mode,aggregate_type,stepped,quality_assumed,unit_raw,declared_rate_s,interval_median_s,interval_p05_s,interval_p95_s,coverage,n_gaps,longest_gap_s,n_duplicate_timestamps,distinct_count,mad,min,max,frozen_whole_record,zero_mad_whole_record,flatline_whole_record,flatline_windows_assessed,flatline_windows_fired
valve1__13,valve1,Pressure,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,6,0.0,-0.9291,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__13,valve1,Temperature,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1109,0.4933,65.3925,69.0521,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__13,valve1,Thermocouple,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,519,0.01,24.5324,24.6303,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__13,valve1,Voltage,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1130,6.1315,204.082,255.112,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__13,valve1,Volume Flow RateRMS,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,71,0.9728,23.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__14,valve1,Accelerometer1RMS,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1088,0.0003,0.0262,0.0284,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__14,valve1,Accelerometer2RMS,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1128,0.0006,0.0373,0.0426,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__14,valve1,Current,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1134,0.2316,0.4092,1.5548,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__14,valve1,Pressure,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__14,valve1,Temperature,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1105,0.4863,66.0166,69.0984,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__14,valve1,Thermocouple,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,598,0.0131,24.4683,24.5944,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
valve1__14,valve1,Voltage,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1122,5.984,203.682,254.261,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__14,valve1,Volume Flow RateRMS,1139,1139,2020-03-09T14:54:41+00:00,2020-03-09T15:14:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,66,0.9699,27.0303,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__15,valve1,Accelerometer1RMS,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1100,0.0003,0.0264,0.0287,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__15,valve1,Accelerometer2RMS,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1133,0.0007,0.0373,0.0429,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__15,valve1,Current,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1146,0.2156,0.3892,1.5142,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__15,valve1,Pressure,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-1.257,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__15,valve1,Temperature,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1131,0.6355,65.1887,69.6248,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__15,valve1,Thermocouple,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,671,0.0176,24.4187,24.586,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__15,valve1,Voltage,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1126,6.055,203.615,254.701,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__15,valve1,Volume Flow RateRMS,1150,1150,2020-03-09T15:14:41+00:00,2020-03-09T15:34:41+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,66,0.9673,22.0,33.9694,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__2,valve1,Accelerometer1RMS,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,1031,0.0002,0.0256,0.0279,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__2,valve1,Accelerometer2RMS,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,1060,0.0006,0.0375,0.0429,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,1
valve1__2,valve1,Current,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,1070,0.2336,0.4105,1.599,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,1
valve1__2,valve1,Pressure,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,5,0.0,-0.6011,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__2,valve1,Temperature,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,1051,0.8012,69.2431,73.4218,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__2,valve1,Thermocouple,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,773,0.0569,25.4572,25.7621,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__2,valve1,Voltage,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,1055,5.543,203.725,254.957,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,1
valve1__2,valve1,Volume Flow RateRMS,1075,1075,2020-03-09T10:54:34+00:00,2020-03-09T11:14:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9366,1,76.0,0,49,0.0019,30.001,32.9988,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,3
valve1__3,valve1,Accelerometer1RMS,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1110,0.0003,0.0257,0.028,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__3,valve1,Accelerometer2RMS,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1133,0.0006,0.0377,0.0423,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__3,valve1,Current,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1143,0.2315,0.3892,1.5711,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__3,valve1,Pressure,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-1.257,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__3,valve1,Temperature,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1084,0.2142,69.1657,72.0447,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__3,valve1,Thermocouple,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,721,0.0223,25.4149,25.6886,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__3,valve1,Voltage,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1134,6.061,203.897,254.249,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__3,valve1,Volume Flow RateRMS,1148,1148,2020-03-09T11:14:34+00:00,2020-03-09T11:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,56,0.0037,29.005,32.9966,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Accelerometer1RMS,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1046,0.0002,0.026,0.0282,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Accelerometer2RMS,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1078,0.0006,0.0381,0.0428,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Current,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1094,0.2252,0.3841,1.5739,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Pressure,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.9291,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Temperature,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1063,0.43,67.9737,72.1741,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Thermocouple,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,776,0.0385,25.2146,25.4319,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__4,valve1,Voltage,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1078,6.303,203.874,254.614,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__4,valve1,Volume Flow RateRMS,1095,1095,2020-03-09T11:34:36+00:00,2020-03-09T11:54:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,40,0.0064,31.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
valve1__5,valve1,Accelerometer1RMS,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1117,0.0003,0.0261,0.0284,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__5,valve1,Accelerometer2RMS,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1133,0.0006,0.0382,0.0425,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__5,valve1,Current,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1148,0.2244,0.3744,1.5628,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__5,valve1,Pressure,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-0.9291,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
valve1__5,valve1,Temperature,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1086,0.1658,69.908,71.4473,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__5,valve1,Thermocouple,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,823,0.0462,25.0566,25.2754,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__5,valve1,Voltage,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1135,5.468,203.508,254.568,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__5,valve1,Volume Flow RateRMS,1154,1154,2020-03-09T11:54:36+00:00,2020-03-09T12:14:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,59,0.0102,29.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__6,valve1,Accelerometer1RMS,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1114,0.0003,0.0259,0.0285,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Accelerometer2RMS,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1139,0.0007,0.0374,0.0445,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Current,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1147,0.2342,0.3609,1.5803,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Pressure,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-0.9291,1.3664,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__6,valve1,Temperature,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1112,0.3608,68.1889,71.8215,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Thermocouple,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,802,0.0471,24.9068,25.1363,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Voltage,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1136,6.084,203.135,254.621,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__6,valve1,Volume Flow RateRMS,1154,1154,2020-03-09T12:14:36+00:00,2020-03-09T12:34:35+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,47,0.0126,30.0117,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__7,valve1,Accelerometer1RMS,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,1052,0.0003,0.0264,0.0286,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__7,valve1,Accelerometer2RMS,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,1078,0.0007,0.0378,0.043,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__7,valve1,Current,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,1091,0.2338,0.3942,1.592,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__7,valve1,Pressure,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,7,0.0,-0.9291,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__7,valve1,Temperature,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,1024,0.1366,69.735,70.8026,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__7,valve1,Thermocouple,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,695,0.0201,24.8477,24.998,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__7,valve1,Voltage,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,1077,6.0355,204.252,254.413,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__7,valve1,Volume Flow RateRMS,1094,1094,2020-03-09T12:34:37+00:00,2020-03-09T12:54:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,0.9458,1,65.0,0,58,0.9739,28.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__8,valve1,Accelerometer1RMS,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1102,0.0003,0.0264,0.0287,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
valve1__8,valve1,Accelerometer2RMS,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1132,0.0008,0.0382,0.0445,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
valve1__8,valve1,Current,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1141,0.2181,0.3554,1.593,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
valve1__8,valve1,Pressure,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__8,valve1,Temperature,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1090,0.3246,68.7971,70.3224,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
valve1__8,valve1,Thermocouple,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,498,0.0113,24.813,24.9006,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,2
valve1__8,valve1,Voltage,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1126,6.136,203.328,254.507,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
valve1__8,valve1,Volume Flow RateRMS,1144,1144,2020-03-09T12:54:39+00:00,2020-03-09T13:14:37+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,52,0.0155,29.0333,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,5
valve1__9,valve1,Accelerometer1RMS,1148,1148,2020-03-09T13:14:38+00:00,2020-03-09T13:34:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1110,0.0004,0.026,0.0288,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__9,valve1,Accelerometer2RMS,1148,1148,2020-03-09T13:14:38+00:00,2020-03-09T13:34:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1130,0.0009,0.0375,0.0453,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__9,valve1,Current,1148,1148,2020-03-09T13:14:38+00:00,2020-03-09T13:34:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1147,0.2366,0.3859,1.5604,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__9,valve1,Pressure,1148,1148,2020-03-09T13:14:38+00:00,2020-03-09T13:34:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-0.9291,1.6944,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
