tool,experiment,tag,window_index,score
spc,other__9,Current,19,6.0
spc,other__9,Temperature,0,1.0
spc,other__9,Temperature,1,3.0
spc,other__9,Temperature,2,2.0
spc,other__9,Temperature,3,2.0
spc,other__9,Temperature,4,2.0
spc,other__9,Temperature,5,2.0
spc,other__9,Temperature,6,4.0
spc,other__9,Temperature,7,1.0
spc,other__9,Temperature,8,1.0
spc,other__9,Temperature,9,8.0
spc,other__9,Temperature,10,15.0
spc,other__9,Temperature,11,17.0
spc,other__9,Temperature,12,32.0
spc,other__9,Temperature,13,38.0
spc,other__9,Temperature,14,13.0
spc,other__9,Temperature,15,53.0
spc,other__9,Temperature,16,34.0
spc,other__9,Temperature,17,34.0
spc,other__9,Temperature,18,41.0
spc,other__9,Temperature,19,34.0
spc,other__9,Thermocouple,0,2.0
spc,other__9,Thermocouple,1,10.0
spc,other__9,Thermocouple,2,27.0
spc,other__9,Thermocouple,3,24.0
spc,other__9,Thermocouple,4,2.0
spc,other__9,Thermocouple,5,1.0
spc,other__9,Thermocouple,6,1.0
spc,other__9,Thermocouple,7,2.0
spc,other__9,Thermocouple,8,7.0
spc,other__9,Thermocouple,9,35.0
spc,other__9,Thermocouple,10,42.0
spc,other__9,Thermocouple,11,59.0
spc,other__9,Thermocouple,12,58.0
spc,other__9,Thermocouple,13,59.0
spc,other__9,Thermocouple,14,58.0
spc,other__9,Thermocouple,15,60.0
spc,other__9,Thermocouple,16,58.0
spc,other__9,Thermocouple,17,59.0
spc,other__9,Thermocouple,18,57.0
spc,other__9,Thermocouple,19,59.0
spc,other__9,Voltage,0,3.0
spc,other__9,Voltage,1,0.0
spc,other__9,Voltage,2,0.0
spc,other__9,Voltage,3,0.0
spc,other__9,Voltage,4,0.0
spc,other__9,Voltage,5,0.0
spc,other__9,Voltage,6,0.0
spc,other__9,Voltage,7,0.0
spc,other__9,Voltage,8,0.0
spc,other__9,Voltage,9,1.0
spc,other__9,Voltage,10,0.0
spc,other__9,Voltage,11,0.0
spc,other__9,Voltage,12,0.0
spc,other__9,Voltage,13,1.0
spc,other__9,Voltage,14,0.0
spc,other__9,Voltage,15,0.0
spc,other__9,Voltage,16,0.0
spc,other__9,Voltage,17,0.0
spc,other__9,Voltage,18,0.0
spc,other__9,Voltage,19,0.0
spc,other__9,Volume Flow RateRMS,0,0.0
spc,other__9,Volume Flow RateRMS,1,0.0
spc,other__9,Volume Flow RateRMS,2,0.0
spc,other__9,Volume Flow RateRMS,3,0.0
spc,other__9,Volume Flow RateRMS,4,0.0
spc,other__9,Volume Flow RateRMS,5,0.0
spc,other__9,Volume Flow RateRMS,6,0.0
spc,other__9,Volume Flow RateRMS,7,0.0
spc,other__9,Volume Flow RateRMS,8,2.0
spc,other__9,Volume Flow RateRMS,9,0.0
spc,other__9,Volume Flow RateRMS,10,7.0
spc,other__9,Volume Flow RateRMS,11,38.0
spc,other__9,Volume Flow RateRMS,12,58.0
spc,other__9,Volume Flow RateRMS,13,58.0
spc,other__9,Volume Flow RateRMS,14,58.0
spc,other__9,Volume Flow RateRMS,15,58.0
spc,other__9,Volume Flow RateRMS,16,54.0
spc,other__9,Volume Flow RateRMS,17,25.0
spc,other__9,Volume Flow RateRMS,18,28.0
spc,other__9,Volume Flow RateRMS,19,18.0
screen,valve1__0,Accelerometer1RMS,0,2.0811
screen,valve1__0,Accelerometer1RMS,1,2.061
screen,valve1__0,Accelerometer1RMS,2,3.0585
screen,valve1__0,Accelerometer1RMS,3,2.2473
screen,valve1__0,Accelerometer1RMS,4,2.2469
screen,valve1__0,Accelerometer1RMS,5,2.66
screen,valve1__0,Accelerometer1RMS,6,2.2486
screen,valve1__0,Accelerometer1RMS,7,2.5411
screen,valve1__0,Accelerometer1RMS,8,3.0697
screen,valve1__0,Accelerometer1RMS,9,2.7307
screen,valve1__0,Accelerometer1RMS,10,2.6214
screen,valve1__0,Accelerometer1RMS,11,3.175
screen,valve1__0,Accelerometer1RMS,12,3.3511
screen,valve1__0,Accelerometer1RMS,13,3.0473
screen,valve1__0,Accelerometer1RMS,14,3.9145
screen,valve1__0,Accelerometer1RMS,15,2.9983
screen,valve1__0,Accelerometer1RMS,16,3.6147
screen,valve1__0,Accelerometer1RMS,17,3.5117
screen,valve1__0,Accelerometer1RMS,18,3.8217
screen,valve1__0,Accelerometer1RMS,19,4.1244
screen,valve1__0,Accelerometer2RMS,0,2.0993
screen,valve1__0,Accelerometer2RMS,1,2.0704
screen,valve1__0,Accelerometer2RMS,2,2.0846
screen,valve1__0,Accelerometer2RMS,3,2.4179
screen,valve1__0,Accelerometer2RMS,4,2.5376
screen,valve1__0,Accelerometer2RMS,5,2.3075
screen,valve1__0,Accelerometer2RMS,6,2.2695
screen,valve1__0,Accelerometer2RMS,7,1.8043
screen,valve1__0,Accelerometer2RMS,8,1.8278
screen,valve1__0,Accelerometer2RMS,9,2.2275
screen,valve1__0,Accelerometer2RMS,10,2.0869
screen,valve1__0,Accelerometer2RMS,11,1.7608
screen,valve1__0,Accelerometer2RMS,12,2.1574
screen,valve1__0,Accelerometer2RMS,13,2.4121
screen,valve1__0,Accelerometer2RMS,14,2.0471
screen,valve1__0,Accelerometer2RMS,15,2.0722
screen,valve1__0,Accelerometer2RMS,16,2.0428
screen,valve1__0,Accelerometer2RMS,17,3.4758
screen,valve1__0,Accelerometer2RMS,18,3.6618
screen,valve1__0,Accelerometer2RMS,19,2.7537
screen,valve1__0,Current,0,1.783
screen,valve1__0,Current,1,1.5755
screen,valve1__0,Current,2,1.6919
screen,valve1__0,Current,3,1.6912
screen,valve1__0,Current,4,1.6781
screen,valve1__0,Current,5,1.7646
screen,valve1__0,Current,6,1.6328
screen,valve1__0,Current,7,1.6641
screen,valve1__0,Current,8,1.4685
screen,valve1__0,Current,9,1.5571
screen,valve1__0,Current,10,1.9275
screen,valve1__0,Current,11,1.5316
screen,valve1__0,Current,12,1.4074
screen,valve1__0,Current,13,1.6771
screen,valve1__0,Current,14,1.6894
screen,valve1__0,Current,15,1.4227
screen,valve1__0,Current,16,1.6876
screen,valve1__0,Current,17,1.2343
screen,valve1__0,Current,18,1.5927
screen,valve1__0,Current,19,1.6683
screen,valve1__0,Temperature,0,1.5829
screen,valve1__0,Temperature,1,1.4637
screen,valve1__0,Temperature,2,2.6107
screen,valve1__0,Temperature,3,4.0672
screen,valve1__0,Temperature,4,7.3258
screen,valve1__0,Temperature,5,7.1813
screen,valve1__0,Temperature,6,6.3417
screen,valve1__0,Temperature,7,4.9015
screen,valve1__0,Temperature,8,5.374
screen,valve1__0,Temperature,9,5.2079
screen,valve1__0,Temperature,10,11.7403
screen,valve1__0,Temperature,11,26.7489
screen,valve1__0,Temperature,12,28.2403
screen,valve1__0,Temperature,13,24.5498
screen,valve1__0,Temperature,14,22.501
screen,valve1__0,Temperature,15,20.9279
screen,valve1__0,Temperature,16,18.7004
screen,valve1__0,Temperature,17,22.2542
screen,valve1__0,Temperature,18,23.9254
screen,valve1__0,Temperature,19,22.0633
screen,valve1__0,Thermocouple,0,2.9643
screen,valve1__0,Thermocouple,1,1.242
screen,valve1__0,Thermocouple,2,1.9438
screen,valve1__0,Thermocouple,3,1.9438
screen,valve1__0,Thermocouple,4,4.0843
screen,valve1__0,Thermocouple,5,4.4875
screen,valve1__0,Thermocouple,6,5.2292
screen,valve1__0,Thermocouple,7,5.9161
screen,valve1__0,Thermocouple,8,7.0212
screen,valve1__0,Thermocouple,9,7.285
screen,valve1__0,Thermocouple,10,7.2651
screen,valve1__0,Thermocouple,11,7.2651
screen,valve1__0,Thermocouple,12,8.4498
screen,valve1__0,Thermocouple,13,9.7341
screen,valve1__0,Thermocouple,14,11.4912
screen,valve1__0,Thermocouple,15,11.9791
screen,valve1__0,Thermocouple,16,11.6754
screen,valve1__0,Thermocouple,17,10.8292
screen,valve1__0,Thermocouple,18,11.76
screen,valve1__0,Thermocouple,19,12.4221
screen,valve1__0,Voltage,0,2.9893
screen,valve1__0,Voltage,1,2.6119
screen,valve1__0,Voltage,2,2.6333
screen,valve1__0,Voltage,3,2.8045
screen,valve1__0,Voltage,4,2.6811
screen,valve1__0,Voltage,5,2.8089
screen,valve1__0,Voltage,6,2.565
screen,valve1__0,Voltage,7,3.0092
screen,valve1__0,Voltage,8,2.4155
screen,valve1__0,Voltage,9,2.877
screen,valve1__0,Voltage,10,2.9056
screen,valve1__0,Voltage,11,2.287
screen,valve1__0,Voltage,12,2.9901
screen,valve1__0,Voltage,13,2.9217
screen,valve1__0,Voltage,14,3.0026
screen,valve1__0,Voltage,15,2.8996
screen,valve1__0,Voltage,16,2.8086
screen,valve1__0,Voltage,17,2.6709
screen,valve1__0,Voltage,18,2.737
screen,valve1__0,Voltage,19,2.903
spc,valve1__0,Accelerometer1RMS,0,1.0
spc,valve1__0,Accelerometer1RMS,1,1.0
spc,valve1__0,Accelerometer1RMS,2,2.0
spc,valve1__0,Accelerometer1RMS,3,1.0
spc,valve1__0,Accelerometer1RMS,4,1.0
spc,valve1__0,Accelerometer1RMS,5,3.0
spc,valve1__0,Accelerometer1RMS,6,1.0
spc,valve1__0,Accelerometer1RMS,7,1.0
spc,valve1__0,Accelerometer1RMS,8,3.0
spc,valve1__0,Accelerometer1RMS,9,2.0
spc,valve1__0,Accelerometer1RMS,10,2.0
spc,valve1__0,Accelerometer1RMS,11,2.0
spc,valve1__0,Accelerometer1RMS,12,2.0
spc,valve1__0,Accelerometer1RMS,13,2.0
spc,valve1__0,Accelerometer1RMS,14,4.0
spc,valve1__0,Accelerometer1RMS,15,3.0
spc,valve1__0,Accelerometer1RMS,16,7.0
spc,valve1__0,Accelerometer1RMS,17,11.0
spc,valve1__0,Accelerometer1RMS,18,9.0
spc,valve1__0,Accelerometer1RMS,19,7.0
spc,valve1__0,Accelerometer2RMS,0,2.0
spc,valve1__0,Accelerometer2RMS,1,0.0
spc,valve1__0,Accelerometer2RMS,2,2.0
spc,valve1__0,Accelerometer2RMS,3,6.0
spc,valve1__0,Accelerometer2RMS,4,4.0
spc,valve1__0,Accelerometer2RMS,5,1.0
spc,valve1__0,Accelerometer2RMS,6,2.0
spc,valve1__0,Accelerometer2RMS,7,0.0
spc,valve1__0,Accelerometer2RMS,8,2.0
spc,valve1__0,Accelerometer2RMS,9,3.0
spc,valve1__0,Accelerometer2RMS,10,2.0
spc,valve1__0,Accelerometer2RMS,11,0.0
spc,valve1__0,Accelerometer2RMS,12,3.0
spc,valve1__0,Accelerometer2RMS,13,4.0
spc,valve1__0,Accelerometer2RMS,14,0.0
spc,valve1__0,Accelerometer2RMS,15,2.0
spc,valve1__0,Accelerometer2RMS,16,1.0
spc,valve1__0,Accelerometer2RMS,17,3.0
spc,valve1__0,Accelerometer2RMS,18,3.0
spc,valve1__0,Accelerometer2RMS,19,2.0
spc,valve1__0,Current,0,1.0
spc,valve1__0,Current,1,1.0
spc,valve1__0,Current,2,1.0
spc,valve1__0,Current,3,1.0
spc,valve1__0,Current,4,1.0
spc,valve1__0,Current,5,2.0
spc,valve1__0,Current,6,3.0
spc,valve1__0,Current,7,1.0
spc,valve1__0,Current,8,2.0
spc,valve1__0,Current,9,1.0
spc,valve1__0,Current,10,2.0
spc,valve1__0,Current,11,1.0
spc,valve1__0,Current,12,1.0
spc,valve1__0,Current,13,1.0
spc,valve1__0,Current,14,2.0
spc,valve1__0,Current,15,2.0
spc,valve1__0,Current,16,0.0
spc,valve1__0,Current,17,3.0
spc,valve1__0,Current,18,1.0
spc,valve1__0,Current,19,2.0
spc,valve1__0,Temperature,0,1.0
spc,valve1__0,Temperature,1,1.0
spc,valve1__0,Temperature,2,2.0
spc,valve1__0,Temperature,3,28.0
spc,valve1__0,Temperature,4,60.0
spc,valve1__0,Temperature,5,58.0
spc,valve1__0,Temperature,6,58.0
spc,valve1__0,Temperature,7,43.0
spc,valve1__0,Temperature,8,58.0
spc,valve1__0,Temperature,9,56.0
spc,valve1__0,Temperature,10,58.0
spc,valve1__0,Temperature,11,58.0
spc,valve1__0,Temperature,12,59.0
spc,valve1__0,Temperature,13,59.0
spc,valve1__0,Temperature,14,58.0
spc,valve1__0,Temperature,15,59.0
spc,valve1__0,Temperature,16,58.0
spc,valve1__0,Temperature,17,59.0
spc,valve1__0,Temperature,18,58.0
spc,valve1__0,Temperature,19,59.0
spc,valve1__0,Thermocouple,0,1.0
spc,valve1__0,Thermocouple,1,1.0
spc,valve1__0,Thermocouple,2,2.0
spc,valve1__0,Thermocouple,3,3.0
spc,valve1__0,Thermocouple,4,26.0
spc,valve1__0,Thermocouple,5,58.0
spc,valve1__0,Thermocouple,6,58.0
spc,valve1__0,Thermocouple,7,59.0
spc,valve1__0,Thermocouple,8,59.0
spc,valve1__0,Thermocouple,9,59.0
spc,valve1__0,Thermocouple,10,58.0
spc,valve1__0,Thermocouple,11,41.0
spc,valve1__0,Thermocouple,12,49.0
spc,valve1__0,Thermocouple,13,59.0
spc,valve1__0,Thermocouple,14,58.0
spc,valve1__0,Thermocouple,15,59.0
spc,valve1__0,Thermocouple,16,58.0
spc,valve1__0,Thermocouple,17,59.0
spc,valve1__0,Thermocouple,18,58.0
spc,valve1__0,Thermocouple,19,59.0
spc,valve1__0,Voltage,0,0.0
spc,valve1__0,Voltage,1,2.0
spc,valve1__0,Voltage,2,0.0
spc,valve1__0,Voltage,3,0.0
spc,valve1__0,Voltage,4,1.0
spc,valve1__0,Voltage,5,0.0
spc,valve1__0,Voltage,6,0.0
spc,valve1__0,Voltage,7,1.0
spc,valve1__0,Voltage,8,0.0
spc,valve1__0,Voltage,9,1.0
spc,valve1__0,Voltage,10,0.0
spc,valve1__0,Voltage,11,0.0
spc,valve1__0,Voltage,12,1.0
spc,valve1__0,Voltage,13,0.0
spc,valve1__0,Voltage,14,1.0
spc,valve1__0,Voltage,15,1.0
spc,valve1__0,Voltage,16,0.0
spc,valve1__0,Voltage,17,2.0
spc,valve1__0,Voltage,18,0.0
spc,valve1__0,Voltage,19,0.0
screen,valve1__1,Accelerometer1RMS,0,2.4309
screen,valve1__1,Accelerometer1RMS,1,1.9624
screen,valve1__1,Accelerometer1RMS,2,1.9661
screen,valve1__1,Accelerometer1RMS,3,2.0982
screen,valve1__1,Accelerometer1RMS,4,2.8726
screen,valve1__1,Accelerometer1RMS,5,2.0959
screen,valve1__1,Accelerometer1RMS,6,1.8574
screen,valve1__1,Accelerometer1RMS,7,1.8728
screen,valve1__1,Accelerometer1RMS,8,2.2566
screen,valve1__1,Accelerometer1RMS,9,2.3091
screen,valve1__1,Accelerometer1RMS,10,3.1539
screen,valve1__1,Accelerometer1RMS,11,2.2029
screen,valve1__1,Accelerometer1RMS,12,1.8917
screen,valve1__1,Accelerometer1RMS,13,1.7439
screen,valve1__1,Accelerometer1RMS,14,2.2549
screen,valve1__1,Accelerometer1RMS,15,2.2954
screen,valve1__1,Accelerometer1RMS,16,2.1833
screen,valve1__1,Accelerometer1RMS,17,2.6192
screen,valve1__1,Accelerometer1RMS,18,2.1641
screen,valve1__1,Accelerometer1RMS,19,2.7884
screen,valve1__1,Accelerometer1RMS,20,0.4134
screen,valve1__1,Accelerometer2RMS,0,2.8847
screen,valve1__1,Accelerometer2RMS,1,2.4418
screen,valve1__1,Accelerometer2RMS,2,2.8969
screen,valve1__1,Accelerometer2RMS,3,1.8115
screen,valve1__1,Accelerometer2RMS,4,2.6441
screen,valve1__1,Accelerometer2RMS,5,2.4701
screen,valve1__1,Accelerometer2RMS,6,2.1503
screen,valve1__1,Accelerometer2RMS,7,2.2052
screen,valve1__1,Accelerometer2RMS,8,1.8781
screen,valve1__1,Accelerometer2RMS,9,3.8449
screen,valve1__1,Accelerometer2RMS,10,4.6196
screen,valve1__1,Accelerometer2RMS,11,3.0255
screen,valve1__1,Accelerometer2RMS,12,2.0183
screen,valve1__1,Accelerometer2RMS,13,2.949
screen,valve1__1,Accelerometer2RMS,14,2.3707
screen,valve1__1,Accelerometer2RMS,15,2.075
screen,valve1__1,Accelerometer2RMS,16,3.7826
screen,valve1__1,Accelerometer2RMS,17,5.7034
screen,valve1__1,Accelerometer2RMS,18,18.5863
screen,valve1__1,Accelerometer2RMS,19,2.3314
screen,valve1__1,Accelerometer2RMS,20,1.2391
screen,valve1__1,Current,0,1.5189
screen,valve1__1,Current,1,1.5633
screen,valve1__1,Current,2,1.5174
screen,valve1__1,Current,3,1.4501
screen,valve1__1,Current,4,1.5123
screen,valve1__1,Current,5,1.5594
screen,valve1__1,Current,6,1.5164
screen,valve1__1,Current,7,1.6269
screen,valve1__1,Current,8,1.4744
screen,valve1__1,Current,9,1.5982
screen,valve1__1,Current,10,1.4566
screen,valve1__1,Current,11,1.5364
screen,valve1__1,Current,12,1.3578
screen,valve1__1,Current,13,1.6667
screen,valve1__1,Current,14,1.4615
screen,valve1__1,Current,15,1.4602
screen,valve1__1,Current,16,1.3616
screen,valve1__1,Current,17,1.5753
screen,valve1__1,Current,18,1.1928
screen,valve1__1,Current,19,1.5006
screen,valve1__1,Current,20,0.9325
screen,valve1__1,Temperature,0,1.4767
screen,valve1__1,Temperature,1,1.4139
screen,valve1__1,Temperature,2,1.6206
screen,valve1__1,Temperature,3,7.2275
screen,valve1__1,Temperature,4,11.2301
screen,valve1__1,Temperature,5,11.6903
screen,valve1__1,Temperature,6,10.0268
screen,valve1__1,Temperature,7,7.5828
screen,valve1__1,Temperature,8,7.3235
screen,valve1__1,Temperature,9,7.3736
screen,valve1__1,Temperature,10,7.2538
screen,valve1__1,Temperature,11,8.1805
screen,valve1__1,Temperature,12,7.4205
screen,valve1__1,Temperature,13,6.3564
screen,valve1__1,Temperature,14,8.3536
screen,valve1__1,Temperature,15,17.1144
screen,valve1__1,Temperature,16,17.4228
screen,valve1__1,Temperature,17,16.5146
screen,valve1__1,Temperature,18,14.7519
screen,valve1__1,Temperature,19,12.5037
screen,valve1__1,Temperature,20,11.1583
screen,valve1__1,Thermocouple,0,2.2422
screen,valve1__1,Thermocouple,1,1.1621
screen,valve1__1,Thermocouple,2,1.2669
screen,valve1__1,Thermocouple,3,1.8913
screen,valve1__1,Thermocouple,4,6.034
screen,valve1__1,Thermocouple,5,1.6589
screen,valve1__1,Thermocouple,6,2.347
screen,valve1__1,Thermocouple,7,2.7253
screen,valve1__1,Thermocouple,8,2.6661
screen,valve1__1,Thermocouple,9,3.6094
screen,valve1__1,Thermocouple,10,3.3725
screen,valve1__1,Thermocouple,11,3.7234
screen,valve1__1,Thermocouple,12,3.974
screen,valve1__1,Thermocouple,13,6.4624
screen,valve1__1,Thermocouple,14,6.5307
screen,valve1__1,Thermocouple,15,5.7377
screen,valve1__1,Thermocouple,16,5.4142
screen,valve1__1,Thermocouple,17,6.0704
screen,valve1__1,Thermocouple,18,7.9891
screen,valve1__1,Thermocouple,19,8.2261
screen,valve1__1,Thermocouple,20,7.9025
screen,valve1__1,Voltage,0,2.6331
screen,valve1__1,Voltage,1,2.91
screen,valve1__1,Voltage,2,2.9176
screen,valve1__1,Voltage,3,2.9921
screen,valve1__1,Voltage,4,3.0903
screen,valve1__1,Voltage,5,2.9184
screen,valve1__1,Voltage,6,3.1057
screen,valve1__1,Voltage,7,3.0399
screen,valve1__1,Voltage,8,3.166
screen,valve1__1,Voltage,9,3.2287
screen,valve1__1,Voltage,10,2.9605
screen,valve1__1,Voltage,11,3.3046
screen,valve1__1,Voltage,12,2.8512
screen,valve1__1,Voltage,13,3.1092
screen,valve1__1,Voltage,14,2.9811
screen,valve1__1,Voltage,15,2.7616
screen,valve1__1,Voltage,16,2.7315
screen,valve1__1,Voltage,17,2.8686
screen,valve1__1,Voltage,18,3.028
screen,valve1__1,Voltage,19,3.2227
screen,valve1__1,Voltage,20,0.0298
spc,valve1__1,Accelerometer1RMS,0,1.0
spc,valve1__1,Accelerometer1RMS,1,1.0
spc,valve1__1,Accelerometer1RMS,2,0.0
spc,valve1__1,Accelerometer1RMS,3,3.0
spc,valve1__1,Accelerometer1RMS,4,1.0
spc,valve1__1,Accelerometer1RMS,5,1.0
spc,valve1__1,Accelerometer1RMS,6,0.0
spc,valve1__1,Accelerometer1RMS,7,0.0
spc,valve1__1,Accelerometer1RMS,8,0.0
spc,valve1__1,Accelerometer1RMS,9,4.0
spc,valve1__1,Accelerometer1RMS,10,1.0
spc,valve1__1,Accelerometer1RMS,11,1.0
spc,valve1__1,Accelerometer1RMS,12,2.0
spc,valve1__1,Accelerometer1RMS,13,1.0
spc,valve1__1,Accelerometer1RMS,14,1.0
spc,valve1__1,Accelerometer1RMS,15,2.0
spc,valve1__1,Accelerometer1RMS,16,1.0
spc,valve1__1,Accelerometer1RMS,17,1.0
spc,valve1__1,Accelerometer1RMS,18,0.0
spc,valve1__1,Accelerometer1RMS,19,2.0
spc,valve1__1,Accelerometer1RMS,20,0.0
spc,valve1__1,Accelerometer2RMS,0,1.0
spc,valve1__1,Accelerometer2RMS,1,2.0
spc,valve1__1,Accelerometer2RMS,2,1.0
spc,valve1__1,Accelerometer2RMS,3,1.0
spc,valve1__1,Accelerometer2RMS,4,3.0
spc,valve1__1,Accelerometer2RMS,5,3.0
spc,valve1__1,Accelerometer2RMS,6,3.0
spc,valve1__1,Accelerometer2RMS,7,3.0
spc,valve1__1,Accelerometer2RMS,8,0.0
spc,valve1__1,Accelerometer2RMS,9,5.0
spc,valve1__1,Accelerometer2RMS,10,16.0
spc,valve1__1,Accelerometer2RMS,11,5.0
spc,valve1__1,Accelerometer2RMS,12,1.0
spc,valve1__1,Accelerometer2RMS,13,2.0
spc,valve1__1,Accelerometer2RMS,14,1.0
spc,valve1__1,Accelerometer2RMS,15,1.0
spc,valve1__1,Accelerometer2RMS,16,8.0
spc,valve1__1,Accelerometer2RMS,17,12.0
spc,valve1__1,Accelerometer2RMS,18,1.0
spc,valve1__1,Accelerometer2RMS,19,1.0
spc,valve1__1,Accelerometer2RMS,20,0.0
spc,valve1__1,Current,0,1.0
spc,valve1__1,Current,1,2.0
spc,valve1__1,Current,2,2.0
spc,valve1__1,Current,3,1.0
spc,valve1__1,Current,4,0.0
spc,valve1__1,Current,5,1.0
spc,valve1__1,Current,6,3.0
spc,valve1__1,Current,7,1.0
spc,valve1__1,Current,8,1.0
spc,valve1__1,Current,9,1.0
spc,valve1__1,Current,10,2.0
spc,valve1__1,Current,11,1.0
spc,valve1__1,Current,12,0.0
spc,valve1__1,Current,13,3.0
spc,valve1__1,Current,14,2.0
spc,valve1__1,Current,15,1.0
spc,valve1__1,Current,16,2.0
spc,valve1__1,Current,17,1.0
spc,valve1__1,Current,18,1.0
spc,valve1__1,Current,19,1.0
spc,valve1__1,Current,20,0.0
spc,valve1__1,Temperature,0,2.0
spc,valve1__1,Temperature,1,4.0
spc,valve1__1,Temperature,2,3.0
spc,valve1__1,Temperature,3,23.0
spc,valve1__1,Temperature,4,60.0
spc,valve1__1,Temperature,5,60.0
spc,valve1__1,Temperature,6,59.0
spc,valve1__1,Temperature,7,59.0
spc,valve1__1,Temperature,8,58.0
spc,valve1__1,Temperature,9,59.0
spc,valve1__1,Temperature,10,60.0
spc,valve1__1,Temperature,11,59.0
spc,valve1__1,Temperature,12,59.0
spc,valve1__1,Temperature,13,59.0
spc,valve1__1,Temperature,14,59.0
spc,valve1__1,Temperature,15,58.0
spc,valve1__1,Temperature,16,58.0
spc,valve1__1,Temperature,17,58.0
spc,valve1__1,Temperature,18,58.0
spc,valve1__1,Temperature,19,58.0
spc,valve1__1,Temperature,20,1.0
spc,valve1__1,Thermocouple,0,1.0
spc,valve1__1,Thermocouple,1,3.0
spc,valve1__1,Thermocouple,2,2.0
spc,valve1__1,Thermocouple,3,2.0
spc,valve1__1,Thermocouple,4,37.0
spc,valve1__1,Thermocouple,5,2.0
spc,valve1__1,Thermocouple,6,1.0
spc,valve1__1,Thermocouple,7,1.0
spc,valve1__1,Thermocouple,8,2.0
spc,valve1__1,Thermocouple,9,10.0
spc,valve1__1,Thermocouple,10,8.0
spc,valve1__1,Thermocouple,11,40.0
spc,valve1__1,Thermocouple,12,19.0
spc,valve1__1,Thermocouple,13,58.0
spc,valve1__1,Thermocouple,14,59.0
spc,valve1__1,Thermocouple,15,49.0
spc,valve1__1,Thermocouple,16,39.0
spc,valve1__1,Thermocouple,17,58.0
spc,valve1__1,Thermocouple,18,60.0
spc,valve1__1,Thermocouple,19,58.0
spc,valve1__1,Thermocouple,20,1.0
spc,valve1__1,Voltage,0,0.0
spc,valve1__1,Voltage,1,1.0
spc,valve1__1,Voltage,2,1.0
spc,valve1__1,Voltage,3,0.0
spc,valve1__1,Voltage,4,3.0
spc,valve1__1,Voltage,5,0.0
spc,valve1__1,Voltage,6,1.0
spc,valve1__1,Voltage,7,1.0
spc,valve1__1,Voltage,8,3.0
spc,valve1__1,Voltage,9,1.0
spc,valve1__1,Voltage,10,0.0
spc,valve1__1,Voltage,11,2.0
spc,valve1__1,Voltage,12,0.0
spc,valve1__1,Voltage,13,1.0
spc,valve1__1,Voltage,14,0.0
spc,valve1__1,Voltage,15,0.0
spc,valve1__1,Voltage,16,0.0
spc,valve1__1,Voltage,17,0.0
spc,valve1__1,Voltage,18,1.0
spc,valve1__1,Voltage,19,1.0
spc,valve1__1,Voltage,20,0.0
screen,valve1__10,Accelerometer1RMS,0,1.9943
screen,valve1__10,Accelerometer1RMS,1,2.4493
screen,valve1__10,Accelerometer1RMS,2,1.8508
screen,valve1__10,Accelerometer1RMS,3,1.7614
screen,valve1__10,Accelerometer1RMS,4,2.0772
screen,valve1__10,Accelerometer1RMS,5,1.6287
screen,valve1__10,Accelerometer1RMS,6,1.6269
screen,valve1__10,Accelerometer1RMS,7,1.9463
screen,valve1__10,Accelerometer1RMS,8,2.2169
screen,valve1__10,Accelerometer1RMS,9,2.0418
screen,valve1__10,Accelerometer1RMS,10,2.8111
screen,valve1__10,Accelerometer1RMS,11,2.2678
screen,valve1__10,Accelerometer1RMS,12,1.8315
screen,valve1__10,Accelerometer1RMS,13,1.7851
screen,valve1__10,Accelerometer1RMS,14,2.1238
screen,valve1__10,Accelerometer1RMS,15,1.9084
screen,valve1__10,Accelerometer1RMS,16,1.532
screen,valve1__10,Accelerometer1RMS,17,2.1169
screen,valve1__10,Accelerometer1RMS,18,1.576
screen,valve1__10,Accelerometer1RMS,19,2.062
screen,valve1__10,Accelerometer2RMS,0,1.9798
screen,valve1__10,Accelerometer2RMS,1,1.736
screen,valve1__10,Accelerometer2RMS,2,2.8456
screen,valve1__10,Accelerometer2RMS,3,3.9585
screen,valve1__10,Accelerometer2RMS,4,2.8129
screen,valve1__10,Accelerometer2RMS,5,2.4376
screen,valve1__10,Accelerometer2RMS,6,1.673
screen,valve1__10,Accelerometer2RMS,7,1.5682
screen,valve1__10,Accelerometer2RMS,8,2.3426
screen,valve1__10,Accelerometer2RMS,9,1.6148
screen,valve1__10,Accelerometer2RMS,10,2.0245
screen,valve1__10,Accelerometer2RMS,11,2.1397
screen,valve1__10,Accelerometer2RMS,12,6.1617
screen,valve1__10,Accelerometer2RMS,13,6.3453
screen,valve1__10,Accelerometer2RMS,14,2.7054
screen,valve1__10,Accelerometer2RMS,15,2.489
screen,valve1__10,Accelerometer2RMS,16,1.6494
screen,valve1__10,Accelerometer2RMS,17,2.5193
screen,valve1__10,Accelerometer2RMS,18,3.7277
screen,valve1__10,Accelerometer2RMS,19,3.6652
screen,valve1__10,Current,0,1.7695
screen,valve1__10,Current,1,1.9833
screen,valve1__10,Current,2,1.8908
screen,valve1__10,Current,3,1.7479
screen,valve1__10,Current,4,1.8533
screen,valve1__10,Current,5,2.0266
screen,valve1__10,Current,6,1.5991
screen,valve1__10,Current,7,1.8628
screen,valve1__10,Current,8,1.9222
screen,valve1__10,Current,9,1.9523
screen,valve1__10,Current,10,2.0043
