tool,experiment,folder,group,window_key,window_index,role,label,label_majority,score,refusal
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:110,110,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:111,111,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:112,112,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:113,113,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:114,114,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:115,115,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:116,116,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:117,117,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:118,118,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:119,119,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:120,120,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:121,121,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:122,122,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:123,123,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:124,124,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:125,125,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:126,126,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:127,127,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:128,128,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:129,129,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:130,130,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:131,131,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:132,132,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:133,133,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:134,134,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:135,135,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:136,136,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:137,137,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:138,138,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:139,139,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:140,140,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:141,141,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:142,142,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:143,143,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:144,144,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:145,145,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:146,146,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:147,147,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:148,148,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:149,149,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:150,150,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:151,151,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:152,152,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:153,153,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:154,154,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:155,155,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:156,156,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:157,157,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:158,158,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:159,159,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:160,160,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:161,161,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:162,162,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:163,163,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:164,164,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:165,165,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:166,166,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_t2,other__1,other,labelled,other__1:0,0,baseline,0,0,0.9704,
mspc_t2,other__1,other,labelled,other__1:1,1,baseline,0,0,1.0013,
mspc_t2,other__1,other,labelled,other__1:2,2,baseline,0,0,1.0107,
mspc_t2,other__1,other,labelled,other__1:3,3,stream,0,0,1.2085,
mspc_t2,other__1,other,labelled,other__1:4,4,stream,0,0,1.1156,
mspc_t2,other__1,other,labelled,other__1:5,5,stream,0,0,1.0548,
mspc_t2,other__1,other,labelled,other__1:6,6,stream,0,0,0.8864,
mspc_t2,other__1,other,labelled,other__1:7,7,stream,0,0,1.1064,
mspc_t2,other__1,other,labelled,other__1:8,8,stream,0,0,0.8577,
mspc_t2,other__1,other,labelled,other__1:9,9,stream,1,0,0.9243,
mspc_t2,other__1,other,labelled,other__1:10,10,stream,1,1,0.7821,
mspc_t2,other__1,other,labelled,other__1:11,11,stream,1,1,0.7189,
mspc_t2,other__1,other,labelled,other__1:12,12,stream,1,1,0.8842,
mspc_t2,other__1,other,labelled,other__1:13,13,stream,1,1,,MspcAlignmentError: aligned coverage 0.017 below required 0.95; refusing to interpolate across tags
mspc_t2,other__10,other,labelled,other__10:0,0,baseline,0,0,0.8057,
mspc_t2,other__10,other,labelled,other__10:1,1,baseline,0,0,1.2183,
mspc_t2,other__10,other,labelled,other__10:2,2,baseline,0,0,0.9584,
mspc_t2,other__10,other,labelled,other__10:3,3,stream,0,0,0.8,
mspc_t2,other__10,other,labelled,other__10:4,4,stream,0,0,0.7539,
mspc_t2,other__10,other,labelled,other__10:5,5,stream,0,0,0.7425,
mspc_t2,other__10,other,labelled,other__10:6,6,stream,0,0,0.9824,
mspc_t2,other__10,other,labelled,other__10:7,7,stream,0,0,0.9405,
mspc_t2,other__10,other,labelled,other__10:8,8,stream,0,0,0.9173,
mspc_t2,other__10,other,labelled,other__10:9,9,stream,0,0,1.3941,
mspc_t2,other__10,other,labelled,other__10:10,10,stream,1,1,1.0686,
mspc_t2,other__10,other,labelled,other__10:11,11,stream,1,1,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__10,other,labelled,other__10:12,12,stream,1,1,0.7915,
mspc_t2,other__10,other,labelled,other__10:13,13,stream,1,1,0.6691,
mspc_t2,other__10,other,labelled,other__10:14,14,stream,1,1,0.9105,
mspc_t2,other__10,other,labelled,other__10:15,15,stream,1,1,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__10,other,labelled,other__10:16,16,stream,1,1,0.8827,
mspc_t2,other__10,other,labelled,other__10:17,17,stream,1,1,0.9922,
mspc_t2,other__10,other,labelled,other__10:18,18,stream,1,1,1.0619,
mspc_t2,other__10,other,labelled,other__10:19,19,stream,1,1,1.3802,
mspc_t2,other__10,other,labelled,other__10:20,20,stream,1,0,1.0914,
mspc_t2,other__10,other,labelled,other__10:21,21,stream,0,0,0.8681,
mspc_t2,other__10,other,labelled,other__10:22,22,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__10,other,labelled,other__10:23,23,stream,0,0,,MspcAlignmentError: aligned coverage 0.317 below required 0.95; refusing to interpolate across tags
mspc_t2,other__11,other,labelled,other__11:0,0,baseline,0,0,1.0651,
mspc_t2,other__11,other,labelled,other__11:1,1,baseline,0,0,0.9071,
mspc_t2,other__11,other,labelled,other__11:2,2,baseline,0,0,1.0091,
mspc_t2,other__11,other,labelled,other__11:3,3,stream,0,0,1.2518,
mspc_t2,other__11,other,labelled,other__11:4,4,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__11,other,labelled,other__11:5,5,stream,0,0,0.8106,
mspc_t2,other__11,other,labelled,other__11:6,6,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__11,other,labelled,other__11:7,7,stream,0,0,0.9419,
mspc_t2,other__11,other,labelled,other__11:8,8,stream,0,0,0.8846,
mspc_t2,other__11,other,labelled,other__11:9,9,stream,0,0,0.8702,
mspc_t2,other__11,other,labelled,other__11:10,10,stream,1,1,1.1969,
mspc_t2,other__11,other,labelled,other__11:11,11,stream,1,1,0.8436,
mspc_t2,other__11,other,labelled,other__11:12,12,stream,1,1,0.7721,
mspc_t2,other__11,other,labelled,other__11:13,13,stream,1,1,0.998,
mspc_t2,other__11,other,labelled,other__11:14,14,stream,1,1,1.0945,
mspc_t2,other__11,other,labelled,other__11:15,15,stream,1,1,0.7746,
mspc_t2,other__11,other,labelled,other__11:16,16,stream,1,1,0.9899,
mspc_t2,other__11,other,labelled,other__11:17,17,stream,1,1,0.9732,
mspc_t2,other__11,other,labelled,other__11:18,18,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__11,other,labelled,other__11:19,19,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__11,other,labelled,other__11:20,20,stream,0,0,,MspcAlignmentError: aligned coverage 0.867 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:0,0,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__12,other,labelled,other__12:1,1,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__12,other,labelled,other__12:2,2,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__12,other,labelled,other__12:3,3,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:4,4,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:5,5,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:6,6,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:7,7,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:8,8,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:9,9,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:10,10,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:11,11,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:12,12,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:13,13,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:14,14,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:15,15,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:16,16,stream,1,1,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:17,17,stream,1,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:18,18,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:19,19,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__12,other,labelled,other__12:20,20,stream,0,0,,MspcAlignmentError: aligned coverage 0.944 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:0,0,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__13,other,labelled,other__13:1,1,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__13,other,labelled,other__13:2,2,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__13,other,labelled,other__13:3,3,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:4,4,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:5,5,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:6,6,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:7,7,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:8,8,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:9,9,stream,1,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:10,10,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:11,11,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:12,12,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:13,13,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:14,14,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:15,15,stream,1,1,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:16,16,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:17,17,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__13,other,labelled,other__13:18,18,stream,0,0,,MspcAlignmentError: aligned coverage 0.661 below required 0.95; refusing to interpolate across tags
mspc_t2,other__14,other,labelled,other__14:0,0,baseline,0,0,0.9947,
mspc_t2,other__14,other,labelled,other__14:1,1,baseline,0,0,0.885,
mspc_t2,other__14,other,labelled,other__14:2,2,baseline,0,0,1.1028,
mspc_t2,other__14,other,labelled,other__14:3,3,stream,0,0,0.8941,
mspc_t2,other__14,other,labelled,other__14:4,4,stream,0,0,0.7662,
mspc_t2,other__14,other,labelled,other__14:5,5,stream,0,0,0.9083,
mspc_t2,other__14,other,labelled,other__14:6,6,stream,0,0,1.0452,
mspc_t2,other__14,other,labelled,other__14:7,7,stream,0,0,0.8701,
mspc_t2,other__14,other,labelled,other__14:8,8,stream,0,0,1.0061,
mspc_t2,other__14,other,labelled,other__14:9,9,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__14,other,labelled,other__14:10,10,stream,1,1,0.5497,
mspc_t2,other__14,other,labelled,other__14:11,11,stream,1,1,0.8725,
mspc_t2,other__14,other,labelled,other__14:12,12,stream,1,1,0.8902,
mspc_t2,other__14,other,labelled,other__14:13,13,stream,1,1,0.9074,
mspc_t2,other__14,other,labelled,other__14:14,14,stream,1,1,0.9642,
mspc_t2,other__14,other,labelled,other__14:15,15,stream,1,0,,MspcAlignmentError: aligned coverage 0.817 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:0,0,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__2,other,labelled,other__2:1,1,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__2,other,labelled,other__2:2,2,baseline,0,0,,"every stream window refused, so no fitted model scores the baseline"
mspc_t2,other__2,other,labelled,other__2:3,3,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:4,4,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:5,5,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:6,6,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:7,7,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:8,8,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:9,9,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:10,10,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:11,11,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:12,12,stream,1,1,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:13,13,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:14,14,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:15,15,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:16,16,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__2,other,labelled,other__2:17,17,stream,0,0,,MspcAlignmentError: aligned coverage 0.578 below required 0.95; refusing to interpolate across tags
mspc_t2,other__3,other,labelled,other__3:0,0,baseline,0,0,1.0642,
mspc_t2,other__3,other,labelled,other__3:1,1,baseline,0,0,0.9445,
mspc_t2,other__3,other,labelled,other__3:2,2,baseline,0,0,0.9722,
mspc_t2,other__3,other,labelled,other__3:3,3,stream,0,0,0.9524,
mspc_t2,other__3,other,labelled,other__3:4,4,stream,0,0,1.31,
mspc_t2,other__3,other,labelled,other__3:5,5,stream,0,0,1.0661,
mspc_t2,other__3,other,labelled,other__3:6,6,stream,0,0,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__3,other,labelled,other__3:7,7,stream,0,0,1.0849,
mspc_t2,other__3,other,labelled,other__3:8,8,stream,0,0,0.9455,
mspc_t2,other__3,other,labelled,other__3:9,9,stream,1,0,0.8132,
mspc_t2,other__3,other,labelled,other__3:10,10,stream,1,1,0.8101,
mspc_t2,other__3,other,labelled,other__3:11,11,stream,1,1,0.9168,
mspc_t2,other__3,other,labelled,other__3:12,12,stream,1,1,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__3,other,labelled,other__3:13,13,stream,1,1,0.8791,
mspc_t2,other__3,other,labelled,other__3:14,14,stream,1,1,,MspcAlignmentError: aligned coverage 0.933 below required 0.95; refusing to interpolate across tags
mspc_t2,other__3,other,labelled,other__3:15,15,stream,1,1,0.9861,
mspc_t2,other__3,other,labelled,other__3:16,16,stream,1,1,0.9304,
mspc_t2,other__3,other,labelled,other__3:17,17,stream,0,0,1.0642,
mspc_t2,other__3,other,labelled,other__3:18,18,stream,0,0,0.9474,
