tool,design,split,fold,window_key,score
mad,"pooled-cross-well, own-history windows",well,2,4845,5.83524
mad,"pooled-cross-well, own-history windows",well,2,4846,5.83696
mad,"pooled-cross-well, own-history windows",well,2,4847,5.84473
mad,"pooled-cross-well, own-history windows",well,2,4848,5.85163
mad,"pooled-cross-well, own-history windows",well,2,4849,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4850,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4851,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4852,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4853,5.8594
mad,"pooled-cross-well, own-history windows",well,2,4854,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4855,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4856,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4857,5.87235
mad,"pooled-cross-well, own-history windows",well,2,4858,5.87321
mad,"pooled-cross-well, own-history windows",well,2,4859,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4860,5.88443
mad,"pooled-cross-well, own-history windows",well,2,4861,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4862,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4863,5.89651
mad,"pooled-cross-well, own-history windows",well,2,4864,5.90169
mad,"pooled-cross-well, own-history windows",well,2,4865,5.90428
mad,"pooled-cross-well, own-history windows",well,2,4866,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4867,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4868,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4869,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4870,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4871,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4875,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4876,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4877,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4878,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4879,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4880,5.85422
mad,"pooled-cross-well, own-history windows",well,2,4881,5.86026
mad,"pooled-cross-well, own-history windows",well,2,4882,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4883,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4884,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4885,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4886,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4887,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4888,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4889,5.87321
mad,"pooled-cross-well, own-history windows",well,2,4890,5.87321
mad,"pooled-cross-well, own-history windows",well,2,4891,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4892,5.88529
mad,"pooled-cross-well, own-history windows",well,2,4893,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4894,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4895,5.89565
mad,"pooled-cross-well, own-history windows",well,2,4896,5.8991
mad,"pooled-cross-well, own-history windows",well,2,4897,5.8991
mad,"pooled-cross-well, own-history windows",well,2,4898,5.90169
mad,"pooled-cross-well, own-history windows",well,2,4899,5.90687
mad,"pooled-cross-well, own-history windows",well,2,4900,5.91377
mad,"pooled-cross-well, own-history windows",well,2,4901,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4902,5.92621
mad,"pooled-cross-well, own-history windows",well,2,4903,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4907,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4908,5.88874
mad,"pooled-cross-well, own-history windows",well,2,4909,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4910,5.88184
mad,"pooled-cross-well, own-history windows",well,2,4911,5.87321
mad,"pooled-cross-well, own-history windows",well,2,4912,5.86717
mad,"pooled-cross-well, own-history windows",well,2,4913,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4914,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4915,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4916,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4917,5.86372
mad,"pooled-cross-well, own-history windows",well,2,4918,5.86458
mad,"pooled-cross-well, own-history windows",well,2,4919,5.87062
mad,"pooled-cross-well, own-history windows",well,2,4920,5.87321
mad,"pooled-cross-well, own-history windows",well,2,4921,5.87494
mad,"pooled-cross-well, own-history windows",well,2,4922,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4923,5.88011
mad,"pooled-cross-well, own-history windows",well,2,4924,5.8758
mad,"pooled-cross-well, own-history windows",well,2,4925,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4926,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4927,5.8827
mad,"pooled-cross-well, own-history windows",well,2,4928,5.88961
mad,"pooled-cross-well, own-history windows",well,2,4929,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4930,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4931,5.8922
mad,"pooled-cross-well, own-history windows",well,2,4932,5.90169
mad,"pooled-cross-well, own-history windows",well,2,4933,5.90169
mad,"pooled-cross-well, own-history windows",well,2,4934,5.90428
mad,"pooled-cross-well, own-history windows",well,2,4935,5.90687
mad,"pooled-cross-well, own-history windows",well,2,4936,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4937,5.91205
mad,"pooled-cross-well, own-history windows",well,2,4938,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4939,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4940,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4941,5.91118
mad,"pooled-cross-well, own-history windows",well,2,4942,5.91722
mad,"pooled-cross-well, own-history windows",well,2,4943,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4944,5.92499
mad,"pooled-cross-well, own-history windows",well,2,4945,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4946,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4947,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4948,5.93707
mad,"pooled-cross-well, own-history windows",well,2,4949,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4950,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4951,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4952,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4953,5.94657
mad,"pooled-cross-well, own-history windows",well,2,4954,5.94916
mad,"pooled-cross-well, own-history windows",well,2,4955,5.9552
mad,"pooled-cross-well, own-history windows",well,2,4956,5.95865
mad,"pooled-cross-well, own-history windows",well,2,4960,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4961,5.92931
mad,"pooled-cross-well, own-history windows",well,2,4962,5.92758
mad,"pooled-cross-well, own-history windows",well,2,4963,5.92672
mad,"pooled-cross-well, own-history windows",well,2,4964,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4965,5.92542
mad,"pooled-cross-well, own-history windows",well,2,4966,5.92326
mad,"pooled-cross-well, own-history windows",well,2,4967,5.92326
mad,"pooled-cross-well, own-history windows",well,2,4968,5.92844
mad,"pooled-cross-well, own-history windows",well,2,4969,5.92499
mad,"pooled-cross-well, own-history windows",well,2,4970,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4971,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4972,5.92197
mad,"pooled-cross-well, own-history windows",well,2,4973,5.9224
mad,"pooled-cross-well, own-history windows",well,2,4974,5.92068
mad,"pooled-cross-well, own-history windows",well,2,4975,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4976,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4977,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4978,5.93017
mad,"pooled-cross-well, own-history windows",well,2,4979,5.9388
mad,"pooled-cross-well, own-history windows",well,2,4980,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4981,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4982,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4983,5.93966
mad,"pooled-cross-well, own-history windows",well,2,4984,5.94053
mad,"pooled-cross-well, own-history windows",well,2,4985,5.94916
mad,"pooled-cross-well, own-history windows",well,2,4986,5.9552
mad,"pooled-cross-well, own-history windows",well,2,4987,5.9552
mad,"pooled-cross-well, own-history windows",well,2,4988,5.95311
mad,"pooled-cross-well, own-history windows",well,2,4989,5.95865
mad,"pooled-cross-well, own-history windows",well,2,4990,5.95951
mad,"pooled-cross-well, own-history windows",well,2,4991,5.95865
mad,"pooled-cross-well, own-history windows",well,2,4992,5.96383
mad,"pooled-cross-well, own-history windows",well,2,4993,5.96642
mad,"pooled-cross-well, own-history windows",well,2,4997,5.97764
mad,"pooled-cross-well, own-history windows",well,2,4998,5.96814
mad,"pooled-cross-well, own-history windows",well,2,4999,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5000,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5001,5.96642
mad,"pooled-cross-well, own-history windows",well,2,5002,5.96728
mad,"pooled-cross-well, own-history windows",well,2,5003,5.95951
mad,"pooled-cross-well, own-history windows",well,2,5004,5.96297
mad,"pooled-cross-well, own-history windows",well,2,5005,5.96642
mad,"pooled-cross-well, own-history windows",well,2,5006,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5007,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5008,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5009,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5010,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5011,5.96814
mad,"pooled-cross-well, own-history windows",well,2,5012,5.97197
mad,"pooled-cross-well, own-history windows",well,2,5013,5.97764
mad,"pooled-cross-well, own-history windows",well,2,5014,5.97764
mad,"pooled-cross-well, own-history windows",well,2,5015,5.97965
mad,"pooled-cross-well, own-history windows",well,2,5016,5.97764
mad,"pooled-cross-well, own-history windows",well,2,5017,5.98627
mad,"pooled-cross-well, own-history windows",well,2,5018,5.98713
mad,"pooled-cross-well, own-history windows",well,2,5019,5.99662
mad,"pooled-cross-well, own-history windows",well,2,5020,5.99749
mad,"pooled-cross-well, own-history windows",well,2,5021,6.00439
mad,"pooled-cross-well, own-history windows",well,2,5022,6.00612
mad,"pooled-cross-well, own-history windows",well,2,5023,6.00698
mad,"pooled-cross-well, own-history windows",well,2,5024,6.00612
mad,"pooled-cross-well, own-history windows",well,2,5025,6.00612
mad,"pooled-cross-well, own-history windows",well,2,5026,6.01669
mad,"pooled-cross-well, own-history windows",well,2,5027,6.03719
mad,"pooled-cross-well, own-history windows",well,2,5028,6.04409
mad,"pooled-cross-well, own-history windows",well,2,5029,6.04409
mad,"pooled-cross-well, own-history windows",well,2,5030,6.04409
mad,"pooled-cross-well, own-history windows",well,2,5031,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5032,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5033,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5034,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5035,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5036,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5037,6.15974
mad,"pooled-cross-well, own-history windows",well,2,5038,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5039,6.16701
mad,"pooled-cross-well, own-history windows",well,2,5040,6.16319
mad,"pooled-cross-well, own-history windows",well,2,5041,6.1606
mad,"pooled-cross-well, own-history windows",well,2,5042,6.16405
mad,"pooled-cross-well, own-history windows",well,2,5043,6.16319
mad,"pooled-cross-well, own-history windows",well,2,5044,6.16492
mad,"pooled-cross-well, own-history windows",well,2,5045,6.16664
mad,"pooled-cross-well, own-history windows",well,2,5046,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5047,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5048,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5049,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5050,6.18563
mad,"pooled-cross-well, own-history windows",well,2,5051,6.26848
mad,"pooled-cross-well, own-history windows",well,2,5052,6.28143
mad,"pooled-cross-well, own-history windows",well,2,5053,6.28401
mad,"pooled-cross-well, own-history windows",well,2,5054,6.30041
mad,"pooled-cross-well, own-history windows",well,2,5055,6.34788
mad,"pooled-cross-well, own-history windows",well,2,5056,6.40484
mad,"pooled-cross-well, own-history windows",well,2,5057,6.43332
mad,"pooled-cross-well, own-history windows",well,2,5058,6.4618
mad,"pooled-cross-well, own-history windows",well,2,5059,6.49114
mad,"pooled-cross-well, own-history windows",well,2,5060,6.52394
mad,"pooled-cross-well, own-history windows",well,2,5061,6.54724
mad,"pooled-cross-well, own-history windows",well,2,5062,6.56536
mad,"pooled-cross-well, own-history windows",well,2,5063,6.57572
mad,"pooled-cross-well, own-history windows",well,2,5064,6.58521
mad,"pooled-cross-well, own-history windows",well,2,5065,6.57745
mad,"pooled-cross-well, own-history windows",well,2,5066,6.57831
mad,"pooled-cross-well, own-history windows",well,2,5067,6.57831
mad,"pooled-cross-well, own-history windows",well,2,5068,6.57572
mad,"pooled-cross-well, own-history windows",well,2,5069,6.58521
mad,"pooled-cross-well, own-history windows",well,2,5070,6.58392
mad,"pooled-cross-well, own-history windows",well,2,5071,6.57917
mad,"pooled-cross-well, own-history windows",well,2,5072,6.57831
mad,"pooled-cross-well, own-history windows",well,2,5073,6.57572
mad,"pooled-cross-well, own-history windows",well,2,5077,6.5248
mad,"pooled-cross-well, own-history windows",well,2,5078,6.52825
mad,"pooled-cross-well, own-history windows",well,2,5079,6.52567
mad,"pooled-cross-well, own-history windows",well,2,5080,6.51876
mad,"pooled-cross-well, own-history windows",well,2,5081,6.50927
mad,"pooled-cross-well, own-history windows",well,2,5082,6.51358
mad,"pooled-cross-well, own-history windows",well,2,5083,6.51876
mad,"pooled-cross-well, own-history windows",well,2,5084,6.51876
mad,"pooled-cross-well, own-history windows",well,2,5085,6.51876
mad,"pooled-cross-well, own-history windows",well,2,5086,6.51876
mad,"pooled-cross-well, own-history windows",well,2,5087,6.51962
mad,"pooled-cross-well, own-history windows",well,2,5088,6.52567
mad,"pooled-cross-well, own-history windows",well,2,5089,6.52739
mad,"pooled-cross-well, own-history windows",well,2,5090,6.52825
mad,"pooled-cross-well, own-history windows",well,2,5091,6.52825
mad,"pooled-cross-well, own-history windows",well,2,5092,6.53516
mad,"pooled-cross-well, own-history windows",well,2,5093,6.5343
mad,"pooled-cross-well, own-history windows",well,2,5094,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5095,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5096,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5097,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5098,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5099,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5100,6.53775
mad,"pooled-cross-well, own-history windows",well,2,5104,6.26244
mad,"pooled-cross-well, own-history windows",well,2,5105,6.26071
mad,"pooled-cross-well, own-history windows",well,2,5106,6.26244
mad,"pooled-cross-well, own-history windows",well,2,5107,6.25899
mad,"pooled-cross-well, own-history windows",well,2,5108,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5109,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5110,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5111,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5112,6.25295
mad,"pooled-cross-well, own-history windows",well,2,5113,6.2633
mad,"pooled-cross-well, own-history windows",well,2,5114,6.26675
mad,"pooled-cross-well, own-history windows",well,2,5115,6.26675
mad,"pooled-cross-well, own-history windows",well,2,5116,6.27193
mad,"pooled-cross-well, own-history windows",well,2,5117,6.27193
mad,"pooled-cross-well, own-history windows",well,2,5118,6.27366
mad,"pooled-cross-well, own-history windows",well,2,5119,6.28143
mad,"pooled-cross-well, own-history windows",well,2,5120,6.28661
mad,"pooled-cross-well, own-history windows",well,2,5121,6.29178
mad,"pooled-cross-well, own-history windows",well,2,5125,6.17096
mad,"pooled-cross-well, own-history windows",well,2,5126,6.17355
mad,"pooled-cross-well, own-history windows",well,2,5127,6.177
mad,"pooled-cross-well, own-history windows",well,2,5128,6.177
mad,"pooled-cross-well, own-history windows",well,2,5129,6.177
mad,"pooled-cross-well, own-history windows",well,2,5130,6.18131
mad,"pooled-cross-well, own-history windows",well,2,5131,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5132,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5133,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5134,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5135,6.20116
mad,"pooled-cross-well, own-history windows",well,2,5136,6.20116
mad,"pooled-cross-well, own-history windows",well,2,5137,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5141,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5142,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5143,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5144,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5145,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5146,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5147,6.17263
mad,"pooled-cross-well, own-history windows",well,2,5148,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5149,6.18822
mad,"pooled-cross-well, own-history windows",well,2,5150,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5151,6.19685
mad,"pooled-cross-well, own-history windows",well,2,5152,6.19771
mad,"pooled-cross-well, own-history windows",well,2,5153,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5154,6.21497
mad,"pooled-cross-well, own-history windows",well,2,5155,6.22447
mad,"pooled-cross-well, own-history windows",well,2,5156,6.22878
mad,"pooled-cross-well, own-history windows",well,2,5157,6.23137
mad,"pooled-cross-well, own-history windows",well,2,5158,6.23396
mad,"pooled-cross-well, own-history windows",well,2,5159,6.23396
mad,"pooled-cross-well, own-history windows",well,2,5160,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5161,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5162,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5163,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5167,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5168,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5169,6.12176
mad,"pooled-cross-well, own-history windows",well,2,5170,6.13212
mad,"pooled-cross-well, own-history windows",well,2,5171,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5172,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5173,6.14248
mad,"pooled-cross-well, own-history windows",well,2,5174,6.14507
mad,"pooled-cross-well, own-history windows",well,2,5175,6.14852
mad,"pooled-cross-well, own-history windows",well,2,5176,6.15025
mad,"pooled-cross-well, own-history windows",well,2,5177,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5178,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5179,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5180,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5181,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5182,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5183,6.17613
mad,"pooled-cross-well, own-history windows",well,2,5184,6.177
mad,"pooled-cross-well, own-history windows",well,2,5185,6.177
mad,"pooled-cross-well, own-history windows",well,2,5186,6.18563
mad,"pooled-cross-well, own-history windows",well,2,5187,6.18254
mad,"pooled-cross-well, own-history windows",well,2,5188,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5189,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5190,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5191,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5192,6.18918
mad,"pooled-cross-well, own-history windows",well,2,5193,6.19426
mad,"pooled-cross-well, own-history windows",well,2,5194,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5195,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5196,6.2003
mad,"pooled-cross-well, own-history windows",well,2,5200,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5201,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5202,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5203,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5204,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5205,6.20461
mad,"pooled-cross-well, own-history windows",well,2,5206,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5207,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5208,6.2167
mad,"pooled-cross-well, own-history windows",well,2,5209,6.24345
mad,"pooled-cross-well, own-history windows",well,2,5210,6.21756
mad,"pooled-cross-well, own-history windows",well,2,5211,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5212,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5213,6.1934
mad,"pooled-cross-well, own-history windows",well,2,5214,6.18649
mad,"pooled-cross-well, own-history windows",well,2,5215,6.18454
mad,"pooled-cross-well, own-history windows",well,2,5216,6.17268
mad,"pooled-cross-well, own-history windows",well,2,5217,6.177
mad,"pooled-cross-well, own-history windows",well,2,5218,6.177
mad,"pooled-cross-well, own-history windows",well,2,5219,6.17959
mad,"pooled-cross-well, own-history windows",well,2,5220,6.19311
mad,"pooled-cross-well, own-history windows",well,2,5221,6.19253
mad,"pooled-cross-well, own-history windows",well,2,5222,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5223,6.19598
mad,"pooled-cross-well, own-history windows",well,2,5224,6.19944
mad,"pooled-cross-well, own-history windows",well,2,5225,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5226,6.20548
mad,"pooled-cross-well, own-history windows",well,2,5227,6.21497
mad,"pooled-cross-well, own-history windows",well,2,5228,6.21756
mad,"pooled-cross-well, own-history windows",well,2,5232,6.2167
mad,"pooled-cross-well, own-history windows",well,2,5233,6.2167
mad,"pooled-cross-well, own-history windows",well,2,5234,6.22447
mad,"pooled-cross-well, own-history windows",well,2,5235,6.22447
mad,"pooled-cross-well, own-history windows",well,2,5236,6.22878
mad,"pooled-cross-well, own-history windows",well,2,5237,6.23396
mad,"pooled-cross-well, own-history windows",well,2,5238,6.23396
mad,"pooled-cross-well, own-history windows",well,2,5239,6.23655
mad,"pooled-cross-well, own-history windows",well,2,5240,6.24173
mad,"pooled-cross-well, own-history windows",well,2,5244,6.09156
mad,"pooled-cross-well, own-history windows",well,2,5245,6.09846
mad,"pooled-cross-well, own-history windows",well,2,5249,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5250,6.10968
mad,"pooled-cross-well, own-history windows",well,2,5251,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5252,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5253,6.10709
mad,"pooled-cross-well, own-history windows",well,2,5254,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5255,6.11314
mad,"pooled-cross-well, own-history windows",well,2,5256,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5257,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5258,6.11486
mad,"pooled-cross-well, own-history windows",well,2,5259,6.114
mad,"pooled-cross-well, own-history windows",well,2,5263,6.09156
mad,"pooled-cross-well, own-history windows",well,2,5264,6.09156
mad,"pooled-cross-well, own-history windows",well,2,5265,6.09156
mad,"pooled-cross-well, own-history windows",well,2,5266,6.09587
mad,"pooled-cross-well, own-history windows",well,2,5267,6.09846
mad,"pooled-cross-well, own-history windows",well,2,5268,6.10105
mad,"pooled-cross-well, own-history windows",well,2,5269,6.10105
mad,"pooled-cross-well, own-history windows",well,2,5270,6.10105
mad,"pooled-cross-well, own-history windows",well,2,5271,6.10882
mad,"pooled-cross-well, own-history windows",well,2,5272,6.10882
mad,"pooled-cross-well, own-history windows",well,2,5273,6.11486
mad,"pooled-cross-well, own-history windows",well,2,5274,6.11659
mad,"pooled-cross-well, own-history windows",well,2,5275,6.11314
mad,"pooled-cross-well, own-history windows",well,2,5276,6.11572
mad,"pooled-cross-well, own-history windows",well,2,5277,6.11054
mad,"pooled-cross-well, own-history windows",well,2,5278,6.11227
mad,"pooled-cross-well, own-history windows",well,2,5279,6.11572
mad,"pooled-cross-well, own-history windows",well,2,5280,6.11572
mad,"pooled-cross-well, own-history windows",well,2,5281,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5282,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5283,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5284,6.12004
mad,"pooled-cross-well, own-history windows",well,2,5285,6.12608
mad,"pooled-cross-well, own-history windows",well,2,5286,6.12953
mad,"pooled-cross-well, own-history windows",well,2,5287,6.12953
mad,"pooled-cross-well, own-history windows",well,2,5288,6.12953
mad,"pooled-cross-well, own-history windows",well,2,5289,6.13039
mad,"pooled-cross-well, own-history windows",well,2,5290,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5291,6.14679
mad,"pooled-cross-well, own-history windows",well,2,5292,6.15283
mad,"pooled-cross-well, own-history windows",well,2,5293,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5294,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5295,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5296,6.15801
mad,"pooled-cross-well, own-history windows",well,2,5297,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5298,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5299,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5300,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5301,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5302,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5303,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5304,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5305,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5306,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5307,6.1675
mad,"pooled-cross-well, own-history windows",well,2,5308,6.16923
mad,"pooled-cross-well, own-history windows",well,2,5309,6.177
mad,"pooled-cross-well, own-history windows",well,2,5310,6.18218
mad,"pooled-cross-well, own-history windows",well,2,5314,6.12953
mad,"pooled-cross-well, own-history windows",well,2,5315,6.12953
mad,"pooled-cross-well, own-history windows",well,2,5316,6.13039
mad,"pooled-cross-well, own-history windows",well,2,5317,6.13126
mad,"pooled-cross-well, own-history windows",well,2,5318,6.13126
mad,"pooled-cross-well, own-history windows",well,2,5319,6.13298
mad,"pooled-cross-well, own-history windows",well,2,5320,6.13557
mad,"pooled-cross-well, own-history windows",well,2,5321,6.13126
mad,"pooled-cross-well, own-history windows",well,2,5322,6.13557
mad,"pooled-cross-well, own-history windows",well,2,5323,6.13039
mad,"pooled-cross-well, own-history windows",well,2,5324,6.13385
mad,"pooled-cross-well, own-history windows",well,2,5325,6.13342
mad,"pooled-cross-well, own-history windows",well,2,5326,6.13212
mad,"pooled-cross-well, own-history windows",well,2,5327,6.13298
mad,"pooled-cross-well, own-history windows",well,2,5328,6.13126
mad,"pooled-cross-well, own-history windows",well,2,5329,6.13471
mad,"pooled-cross-well, own-history windows",well,2,5330,6.13385
mad,"pooled-cross-well, own-history windows",well,2,5331,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5332,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5333,6.13902
mad,"pooled-cross-well, own-history windows",well,2,5334,6.14248
mad,"pooled-cross-well, own-history windows",well,2,5335,6.14507
mad,"pooled-cross-well, own-history windows",well,2,5336,6.14852
mad,"pooled-cross-well, own-history windows",well,2,5337,6.15456
mad,"pooled-cross-well, own-history windows",well,2,5338,6.15629
mad,"pooled-cross-well, own-history windows",well,2,5339,6.15456
mad,"pooled-cross-well, own-history windows",well,2,5340,6.15801
