instance,well,window_key,window_index,onset_offset,role,variable,n_context_minutes,n_context_filled,n_target_minutes,n_target_skipped,surprise,refusal
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,P-ANULAR,240,0,60,0,0.251,
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,P-JUS-CKGL,240,0,60,0,0.0695,
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,P-MON-CKP,240,0,60,0,0.343,
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,P-TPT,240,0,60,0,0.1467,
WELL-00022_20180912025800,WELL-00022,85,4,-4,baseline,T-TPT,240,0,60,0,0.166,
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,P-ANULAR,240,0,60,0,0.2536,
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,P-JUS-CKGL,240,0,60,0,0.1985,
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,P-MON-CKP,240,0,60,0,0.244,
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,P-TPT,240,0,60,0,0.6633,
WELL-00022_20180912025800,WELL-00022,86,5,-3,baseline,T-TPT,240,0,60,0,0.267,
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,P-ANULAR,240,0,60,0,2.2917,
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,P-JUS-CKGL,240,0,60,0,0.9819,
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,P-MON-CKP,240,0,60,0,0.2835,
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,P-TPT,240,0,60,0,0.2248,
WELL-00022_20180912025800,WELL-00022,87,6,-2,pre,T-TPT,240,0,60,0,0.4407,
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,P-ANULAR,240,0,60,0,0.1062,
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,P-JUS-CKGL,240,0,60,0,0.2425,
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,P-MON-CKP,240,0,60,0,0.3514,
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,P-TPT,240,0,60,0,0.31,
WELL-00022_20180912025800,WELL-00022,88,8,0,post0,T-TPT,240,0,60,0,0.3539,
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,P-ANULAR,240,0,60,0,0.1391,
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,P-JUS-CKGL,240,0,60,0,0.5374,
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,P-MON-CKP,240,0,60,0,0.2836,
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,P-TPT,240,0,60,0,0.3073,
WELL-00022_20180912025800,WELL-00022,89,9,1,post1,T-TPT,240,0,60,0,0.2415,
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,P-ANULAR,240,0,60,0,0.142,
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,P-JUS-CKGL,240,0,60,0,0.3545,
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,P-MON-CKP,240,0,60,0,0.4507,
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,P-TPT,240,0,60,0,1.1892,
WELL-00022_20180919003240,WELL-00022,90,5,-5,baseline,T-TPT,240,0,60,0,0.1875,
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,P-ANULAR,240,0,60,0,0.3529,
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,P-JUS-CKGL,240,0,60,0,0.1697,
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,P-MON-CKP,240,0,60,0,0.3239,
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,P-TPT,240,0,60,0,0.7005,
WELL-00022_20180919003240,WELL-00022,91,6,-4,baseline,T-TPT,240,0,60,0,0.4114,
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,P-ANULAR,240,0,60,0,0.1014,
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,P-JUS-CKGL,240,0,60,0,0.3019,
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,P-MON-CKP,240,0,60,0,0.3359,
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,P-TPT,240,0,60,0,0.5038,
WELL-00022_20180919003240,WELL-00022,92,7,-3,baseline,T-TPT,240,0,60,0,0.3248,
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,P-ANULAR,240,0,60,0,0.1867,
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,P-JUS-CKGL,240,0,60,0,0.3193,
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,P-MON-CKP,240,0,60,0,0.3539,
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,P-TPT,240,0,60,0,0.4351,
WELL-00022_20180919003240,WELL-00022,93,8,-2,pre,T-TPT,240,0,60,0,1.0509,
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,P-ANULAR,240,0,60,0,0.2513,
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,P-JUS-CKGL,240,0,60,0,0.109,
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,P-MON-CKP,240,0,60,0,0.3038,
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,P-TPT,240,0,60,0,0.3381,
WELL-00022_20180919003240,WELL-00022,94,10,0,post0,T-TPT,240,0,60,0,0.4336,
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,P-ANULAR,240,0,60,0,0.311,
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,P-JUS-CKGL,240,0,60,0,0.2475,
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,P-MON-CKP,240,0,60,0,0.3108,
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,P-TPT,240,0,60,0,0.3171,
WELL-00022_20180919003240,WELL-00022,95,11,1,post1,T-TPT,240,0,60,0,0.0909,
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,P-ANULAR,240,0,60,0,0.2144,
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,P-JUS-CKGL,240,0,60,0,0.2668,
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,P-MON-CKP,240,0,60,0,0.2619,
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,P-TPT,240,0,60,0,0.1387,
WELL-00022_20180925003447,WELL-00022,96,9,-5,baseline,T-TPT,240,0,60,0,1.2699,
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,P-ANULAR,240,0,60,0,0.3793,
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,P-JUS-CKGL,240,0,60,0,0.2056,
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,P-MON-CKP,240,0,60,0,0.3619,
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,P-TPT,240,0,60,0,0.5017,
WELL-00022_20180925003447,WELL-00022,97,10,-4,baseline,T-TPT,240,0,60,0,0.3121,
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,P-ANULAR,240,0,60,0,0.7349,
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,P-JUS-CKGL,240,0,60,0,0.178,
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,P-MON-CKP,240,0,60,0,0.327,
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,P-TPT,240,0,60,0,0.2834,
WELL-00022_20180925003447,WELL-00022,98,11,-3,baseline,T-TPT,240,0,60,0,0.4086,
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,P-ANULAR,240,0,60,0,0.2846,
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,P-JUS-CKGL,240,0,60,0,0.3194,
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,P-MON-CKP,240,0,60,0,0.2393,
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,P-TPT,240,0,60,0,0.2211,
WELL-00022_20180925003447,WELL-00022,99,12,-2,pre,T-TPT,240,0,60,0,0.0796,
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,P-ANULAR,240,0,60,0,0.3569,
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,P-JUS-CKGL,240,0,60,0,0.3148,
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,P-MON-CKP,240,0,60,0,0.3791,
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,P-TPT,240,0,60,0,0.2747,
WELL-00022_20180925003447,WELL-00022,100,14,0,post0,T-TPT,240,0,60,0,0.3817,
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,P-ANULAR,240,0,60,0,0.2751,
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,P-JUS-CKGL,240,0,60,0,0.1083,
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,P-MON-CKP,240,0,60,0,0.1752,
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,P-TPT,240,0,60,0,0.1399,
WELL-00022_20180925003447,WELL-00022,101,15,1,post1,T-TPT,240,0,60,0,0.5725,
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,P-ANULAR,240,0,60,0,0.3241,
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,P-JUS-CKGL,240,0,60,0,0.4246,
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,P-MON-CKP,240,0,60,0,0.318,
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,P-TPT,240,0,60,0,0.3458,
WELL-00022_20181007080700,WELL-00022,102,17,-5,baseline,T-TPT,240,0,60,0,0.2764,
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,P-ANULAR,240,0,60,0,0.4022,
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,P-JUS-CKGL,240,0,60,0,0.6269,
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,P-MON-CKP,240,0,60,0,0.3856,
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,P-TPT,240,0,60,0,0.305,
WELL-00022_20181007080700,WELL-00022,103,18,-4,baseline,T-TPT,240,0,60,0,0.3021,
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,P-ANULAR,240,0,60,0,0.3393,
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,P-JUS-CKGL,240,0,60,0,0.1696,
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,P-MON-CKP,240,0,60,0,0.3126,
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,P-TPT,240,0,60,0,0.3484,
WELL-00022_20181007080700,WELL-00022,104,19,-3,baseline,T-TPT,240,0,60,0,0.4201,
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,P-ANULAR,240,0,60,0,0.2813,
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,P-JUS-CKGL,240,0,60,0,0.5067,
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,P-MON-CKP,240,0,60,0,0.2552,
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,P-TPT,240,0,60,0,0.3029,
WELL-00022_20181007080700,WELL-00022,105,20,-2,pre,T-TPT,240,0,60,0,0.2037,
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,P-ANULAR,240,0,60,0,0.218,
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,P-JUS-CKGL,240,0,60,0,1.3378,
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,P-MON-CKP,240,0,60,0,0.3207,
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,P-TPT,240,0,60,0,0.3312,
WELL-00022_20181007080700,WELL-00022,106,22,0,post0,T-TPT,240,0,60,0,0.3097,
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,P-ANULAR,240,0,60,0,0.2371,
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,P-JUS-CKGL,240,0,60,0,0.0609,
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,P-MON-CKP,240,0,60,0,0.2835,
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,P-TPT,240,0,60,0,0.2565,
WELL-00022_20181007080700,WELL-00022,107,23,1,post1,T-TPT,240,0,60,0,0.683,
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,P-ANULAR,240,0,60,0,0.1593,
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,P-JUS-CKGL,240,0,60,0,0.2085,
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,P-MON-CKP,240,0,60,0,0.2924,
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,P-TPT,240,0,60,0,0.3833,
WELL-00022_20181020133850,WELL-00022,108,5,-5,baseline,T-TPT,240,0,60,0,0.5391,
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,P-ANULAR,240,0,60,0,0.571,
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,P-JUS-CKGL,240,0,60,0,0.0541,
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,P-MON-CKP,240,0,60,0,0.2529,
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,P-TPT,240,0,60,0,0.3585,
WELL-00022_20181020133850,WELL-00022,109,6,-4,baseline,T-TPT,240,0,60,0,0.3745,
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,P-ANULAR,240,0,60,0,0.2935,
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,P-JUS-CKGL,240,0,60,0,0.2793,
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,P-MON-CKP,240,0,60,0,0.2902,
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,P-TPT,240,0,60,0,0.394,
WELL-00022_20181020133850,WELL-00022,110,7,-3,baseline,T-TPT,240,0,60,0,0.2883,
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,P-ANULAR,240,0,60,0,0.301,
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,P-JUS-CKGL,240,0,60,0,0.0801,
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,P-MON-CKP,240,0,60,0,0.2837,
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,P-TPT,240,0,60,0,0.4116,
WELL-00022_20181020133850,WELL-00022,111,8,-2,pre,T-TPT,240,0,60,0,0.3695,
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,P-ANULAR,240,0,60,0,0.2646,
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,P-JUS-CKGL,240,0,60,0,0.1899,
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,P-MON-CKP,240,0,60,0,0.2804,
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,P-TPT,240,0,60,0,0.5765,
WELL-00022_20181020133850,WELL-00022,112,10,0,post0,T-TPT,240,0,60,0,0.7932,
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,P-ANULAR,240,0,60,0,0.3314,
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,P-JUS-CKGL,240,0,60,0,0.1462,
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,P-MON-CKP,240,0,60,0,0.2927,
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,P-TPT,240,0,60,0,0.2819,
WELL-00022_20181020133850,WELL-00022,113,11,1,post1,T-TPT,240,0,60,0,0.1329,
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,P-ANULAR,240,0,60,0,0.3268,
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,P-JUS-CKGL,240,0,60,0,0.2086,
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,P-MON-CKP,240,0,60,0,0.3077,
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,P-TPT,240,0,60,0,0.2588,
WELL-00022_20181026005827,WELL-00022,114,24,-5,baseline,T-TPT,240,0,60,0,0.1813,
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,P-ANULAR,240,0,60,0,0.2811,
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,P-JUS-CKGL,240,0,60,0,0.6734,
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,P-MON-CKP,240,0,60,0,0.2727,
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,P-TPT,240,0,60,0,0.2471,
WELL-00022_20181026005827,WELL-00022,115,25,-4,baseline,T-TPT,240,0,60,0,0.1144,
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,P-ANULAR,240,0,60,0,0.3646,
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,P-JUS-CKGL,240,0,60,0,0.7044,
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,P-MON-CKP,240,0,60,0,0.4124,
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,P-TPT,240,0,60,0,0.2919,
WELL-00022_20181026005827,WELL-00022,116,26,-3,baseline,T-TPT,240,0,60,0,0.2826,
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,P-ANULAR,240,0,60,0,0.2782,
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,P-JUS-CKGL,240,0,60,0,0.0883,
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,P-MON-CKP,240,0,60,0,0.3139,
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,P-TPT,240,0,60,0,0.4048,
WELL-00022_20181026005827,WELL-00022,117,27,-2,pre,T-TPT,240,0,60,0,0.3629,
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,P-ANULAR,240,0,60,0,0.3155,
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,P-JUS-CKGL,240,0,60,0,0.2789,
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,P-MON-CKP,240,0,60,0,0.2754,
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,P-TPT,240,0,60,0,0.2275,
WELL-00022_20181026005827,WELL-00022,118,29,0,post0,T-TPT,240,0,60,0,1.0294,
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,P-ANULAR,240,0,60,0,0.2824,
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,P-JUS-CKGL,240,0,60,0,0.447,
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,P-MON-CKP,240,0,60,0,0.3295,
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,P-TPT,240,0,60,0,0.3115,
WELL-00022_20181026005827,WELL-00022,119,30,1,post1,T-TPT,240,0,60,0,0.1523,
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,P-ANULAR,156,84,60,0,0.2509,
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,P-JUS-CKGL,156,84,60,0,0.2098,
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,P-MON-CKP,156,84,60,0,0.5035,
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,P-PDG,156,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,P-TPT,156,84,60,0,2.0737,
WELL-00022_20181101193049,WELL-00022,120,2,-5,baseline,T-TPT,156,84,60,0,0.3671,
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,P-ANULAR,216,24,60,0,0.259,
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,P-JUS-CKGL,216,24,60,0,0.2521,
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,P-MON-CKP,216,24,60,0,0.3033,
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,P-PDG,216,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,P-TPT,216,24,60,0,0.4967,
WELL-00022_20181101193049,WELL-00022,121,3,-4,baseline,T-TPT,216,24,60,0,0.3268,
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,P-ANULAR,240,0,60,0,0.5367,
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,P-JUS-CKGL,240,0,60,0,0.4132,
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,P-MON-CKP,240,0,60,0,0.2683,
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,P-TPT,240,0,60,0,0.289,
WELL-00022_20181101193049,WELL-00022,122,4,-3,baseline,T-TPT,240,0,60,0,3.4566,
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,P-ANULAR,240,0,60,0,0.1997,
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,P-JUS-CKGL,240,0,60,0,1.0857,
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,P-MON-CKP,240,0,60,0,0.3264,
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,P-TPT,240,0,60,0,0.1015,
WELL-00022_20181101193049,WELL-00022,123,5,-2,pre,T-TPT,240,0,60,0,0.0856,
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,P-ANULAR,240,0,60,0,1.7974,
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,P-JUS-CKGL,240,0,60,0,0.2179,
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,P-MON-CKP,240,0,60,0,0.2798,
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,P-TPT,240,0,60,0,3.3362,
WELL-00022_20181101193049,WELL-00022,124,7,0,post0,T-TPT,240,0,60,0,0.6559,
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,P-ANULAR,240,0,60,0,0.1618,
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,P-JUS-CKGL,240,0,60,0,0.4584,
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,P-MON-CKP,240,0,60,0,0.3287,
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,P-TPT,240,0,60,0,0.1,
WELL-00022_20181101193049,WELL-00022,125,8,1,post1,T-TPT,240,0,60,0,0.1868,
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,P-JUS-CKGL,240,0,60,0,0.8781,
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,P-MON-CKP,240,0,60,0,0.3251,
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,P-PDG,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,P-TPT,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,126,4,-5,baseline,T-TPT,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,P-JUS-CKGL,240,0,60,0,0.6689,
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,P-MON-CKP,240,0,60,0,0.3155,
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,P-PDG,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,P-TPT,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,127,5,-4,baseline,T-TPT,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,128,6,-3,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00023_20180826212652,WELL-00023,128,6,-3,baseline,P-JUS-CKGL,240,0,60,0,0.244,
