bed,record,scoring,position,window_index,label,role,score,refusal
3w_own_history,WELL-00022_20181026005827,static,100,101,1,stream,128.1521,
3w_own_history,WELL-00022_20181026005827,static,101,102,1,stream,129.4486,
3w_own_history,WELL-00022_20181026005827,static,102,103,1,stream,129.4486,
3w_own_history,WELL-00022_20181026005827,static,103,104,1,stream,152.7881,
3w_own_history,WELL-00022_20181026005827,static,104,105,1,stream,154.3013,
3w_own_history,WELL-00022_20181026005827,static,105,106,1,stream,152.1393,
3w_own_history,WELL-00022_20181026005827,static,106,107,1,stream,128.476,
3w_own_history,WELL-00022_20181026005827,static,107,108,1,stream,124.9103,
3w_own_history,WELL-00022_20181026005827,static,108,109,1,stream,109.9998,
3w_own_history,WELL-00022_20181026005827,static,109,110,1,stream,124.2615,
3w_own_history,WELL-00022_20181026005827,static,110,111,1,stream,152.7881,
3w_own_history,WELL-00022_20181026005827,static,111,112,1,stream,155.3822,
3w_own_history,WELL-00022_20181026005827,static,112,113,1,stream,152.7881,
3w_own_history,WELL-00022_20181026005827,static,113,114,1,stream,152.7881,
3w_own_history,WELL-00022_20181026005827,static,114,115,1,stream,152.1393,
3w_own_history,WELL-00022_20181026005827,static,115,116,1,stream,151.8154,
3w_own_history,WELL-00022_20181026005827,static,116,117,1,stream,176.8413,
3w_own_history,WELL-00022_20181026005827,static,117,118,1,stream,176.1287,
3w_own_history,WELL-00022_20181026005827,static,118,119,1,stream,177.1008,
3w_own_history,WELL-00022_20181026005827,static,119,120,1,stream,176.1276,
3w_own_history,WELL-00022_20181026005827,static,120,121,1,stream,176.1287,
3w_own_history,WELL-00022_20181026005827,static,121,122,1,stream,176.1276,
3w_own_history,WELL-00022_20181026005827,static,122,123,1,stream,149.7629,
3w_own_history,WELL-00022_20181026005827,static,123,124,1,stream,129.7725,
3w_own_history,WELL-00022_20181026005827,static,124,125,1,stream,136.2562,
3w_own_history,WELL-00022_20181026005827,static,125,126,1,stream,151.3291,
3w_own_history,WELL-00022_20181026005827,static,126,127,1,stream,152.1393,
3w_own_history,WELL-00022_20181026005827,static,127,128,1,stream,176.1287,
3w_own_history,WELL-00022_20181026005827,static,128,129,1,stream,155.3822,
3w_own_history,WELL-00022_20181026005827,static,129,130,1,stream,154.0857,
3w_own_history,WELL-00022_20181026005827,static,130,131,1,stream,142.091,
3w_own_history,WELL-00022_20181026005827,static,131,132,1,stream,137.2288,
3w_own_history,WELL-00022_20181026005827,static,132,133,1,stream,148.898,
3w_own_history,WELL-00022_20181026005827,static,133,134,1,stream,148.8986,
3w_own_history,WELL-00022_20181101193049,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00022_20181101193049,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00022_20181101193049,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00022_20181101193049,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00022_20181101193049,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00022_20181101193049,clock,5,6,0,threshold,5.0,
3w_own_history,WELL-00022_20181101193049,clock,6,7,1,stream,6.0,
3w_own_history,WELL-00022_20181101193049,clock,7,8,1,stream,7.0,
3w_own_history,WELL-00022_20181101193049,clock,8,9,1,stream,8.0,
3w_own_history,WELL-00022_20181101193049,clock,9,10,1,stream,9.0,
3w_own_history,WELL-00022_20181101193049,clock,10,11,1,stream,10.0,
3w_own_history,WELL-00022_20181101193049,clock,11,12,1,stream,11.0,
3w_own_history,WELL-00022_20181101193049,clock,12,13,1,stream,12.0,
3w_own_history,WELL-00022_20181101193049,clock,13,14,1,stream,13.0,
3w_own_history,WELL-00022_20181101193049,clock,14,15,1,stream,14.0,
3w_own_history,WELL-00022_20181101193049,clock,15,16,1,stream,15.0,
3w_own_history,WELL-00022_20181101193049,clock,16,17,1,stream,16.0,
3w_own_history,WELL-00022_20181101193049,clock,17,18,1,stream,17.0,
3w_own_history,WELL-00022_20181101193049,clock,18,19,1,stream,18.0,
3w_own_history,WELL-00022_20181101193049,clock,19,20,1,stream,19.0,
3w_own_history,WELL-00022_20181101193049,clock,20,21,1,stream,20.0,
3w_own_history,WELL-00022_20181101193049,clock,21,22,1,stream,21.0,
3w_own_history,WELL-00022_20181101193049,clock,22,23,1,stream,22.0,
3w_own_history,WELL-00022_20181101193049,clock,23,24,1,stream,23.0,
3w_own_history,WELL-00022_20181101193049,clock,24,25,1,stream,24.0,
3w_own_history,WELL-00022_20181101193049,clock,25,26,1,stream,25.0,
3w_own_history,WELL-00022_20181101193049,clock,26,27,1,stream,26.0,
3w_own_history,WELL-00022_20181101193049,clock,27,28,1,stream,27.0,
3w_own_history,WELL-00022_20181101193049,clock,28,29,1,stream,28.0,
3w_own_history,WELL-00022_20181101193049,clock,29,30,1,stream,29.0,
3w_own_history,WELL-00022_20181101193049,clock,30,31,1,stream,30.0,
3w_own_history,WELL-00022_20181101193049,differenced,0,1,0,fit,15.1401,
3w_own_history,WELL-00022_20181101193049,differenced,1,2,0,fit,15.3798,
3w_own_history,WELL-00022_20181101193049,differenced,2,3,0,fit,16.0737,
3w_own_history,WELL-00022_20181101193049,differenced,3,4,0,threshold,16.1892,
3w_own_history,WELL-00022_20181101193049,differenced,4,5,0,threshold,23.7196,
3w_own_history,WELL-00022_20181101193049,differenced,5,6,0,threshold,21.802,
3w_own_history,WELL-00022_20181101193049,differenced,6,7,1,stream,17.26,
3w_own_history,WELL-00022_20181101193049,differenced,7,8,1,stream,18.168,
3w_own_history,WELL-00022_20181101193049,differenced,8,9,1,stream,14.5952,
3w_own_history,WELL-00022_20181101193049,differenced,9,10,1,stream,19.9849,
3w_own_history,WELL-00022_20181101193049,differenced,10,11,1,stream,19.9849,
3w_own_history,WELL-00022_20181101193049,differenced,11,12,1,stream,13.3234,
3w_own_history,WELL-00022_20181101193049,differenced,12,13,1,stream,15.5297,
3w_own_history,WELL-00022_20181101193049,differenced,13,14,1,stream,16.7291,
3w_own_history,WELL-00022_20181101193049,differenced,14,15,1,stream,16.446,
3w_own_history,WELL-00022_20181101193049,differenced,15,16,1,stream,18.168,
3w_own_history,WELL-00022_20181101193049,differenced,16,17,1,stream,19.9849,
3w_own_history,WELL-00022_20181101193049,differenced,17,18,1,stream,16.5942,
3w_own_history,WELL-00022_20181101193049,differenced,18,19,1,stream,15.5827,
3w_own_history,WELL-00022_20181101193049,differenced,19,20,1,stream,16.9567,
3w_own_history,WELL-00022_20181101193049,differenced,20,21,1,stream,19.9849,
3w_own_history,WELL-00022_20181101193049,differenced,21,22,1,stream,19.9849,
3w_own_history,WELL-00022_20181101193049,differenced,22,23,1,stream,15.8917,
3w_own_history,WELL-00022_20181101193049,differenced,23,24,1,stream,14.0821,
3w_own_history,WELL-00022_20181101193049,differenced,24,25,1,stream,13.3253,
3w_own_history,WELL-00022_20181101193049,differenced,25,26,1,stream,15.6613,
3w_own_history,WELL-00022_20181101193049,differenced,26,27,1,stream,14.5098,
3w_own_history,WELL-00022_20181101193049,differenced,27,28,1,stream,14.2313,
3w_own_history,WELL-00022_20181101193049,differenced,28,29,1,stream,16.9567,
3w_own_history,WELL-00022_20181101193049,differenced,29,30,1,stream,13.0207,
3w_own_history,WELL-00022_20181101193049,differenced,30,31,1,stream,11.8447,
3w_own_history,WELL-00022_20181101193049,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00022_20181101193049,rolling,1,2,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00022_20181101193049,rolling,2,3,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00022_20181101193049,rolling,3,4,0,threshold,28.9808,
3w_own_history,WELL-00022_20181101193049,rolling,4,5,0,threshold,22.5214,
3w_own_history,WELL-00022_20181101193049,rolling,5,6,0,threshold,12.9736,
3w_own_history,WELL-00022_20181101193049,rolling,6,7,1,stream,17.2687,
3w_own_history,WELL-00022_20181101193049,rolling,7,8,1,stream,84.9964,
3w_own_history,WELL-00022_20181101193049,rolling,8,9,1,stream,23.1284,
3w_own_history,WELL-00022_20181101193049,rolling,9,10,1,stream,13.4916,
3w_own_history,WELL-00022_20181101193049,rolling,10,11,1,stream,6523.3374,
3w_own_history,WELL-00022_20181101193049,rolling,11,12,1,stream,8137.731,
3w_own_history,WELL-00022_20181101193049,rolling,12,13,1,stream,15.8605,
3w_own_history,WELL-00022_20181101193049,rolling,13,14,1,stream,11.4575,
3w_own_history,WELL-00022_20181101193049,rolling,14,15,1,stream,27.8582,
3w_own_history,WELL-00022_20181101193049,rolling,15,16,1,stream,31.3433,
3w_own_history,WELL-00022_20181101193049,rolling,16,17,1,stream,14.2103,
3w_own_history,WELL-00022_20181101193049,rolling,17,18,1,stream,26.7957,
3w_own_history,WELL-00022_20181101193049,rolling,18,19,1,stream,12.2161,
3w_own_history,WELL-00022_20181101193049,rolling,19,20,1,stream,37.2796,
3w_own_history,WELL-00022_20181101193049,rolling,20,21,1,stream,15.9737,
3w_own_history,WELL-00022_20181101193049,rolling,21,22,1,stream,12.8054,
3w_own_history,WELL-00022_20181101193049,rolling,22,23,1,stream,9.3635,
3w_own_history,WELL-00022_20181101193049,rolling,23,24,1,stream,13.3228,
3w_own_history,WELL-00022_20181101193049,rolling,24,25,1,stream,7.1946,
3w_own_history,WELL-00022_20181101193049,rolling,25,26,1,stream,5.3971,
3w_own_history,WELL-00022_20181101193049,rolling,26,27,1,stream,14.8277,
3w_own_history,WELL-00022_20181101193049,rolling,27,28,1,stream,51.7619,
3w_own_history,WELL-00022_20181101193049,rolling,28,29,1,stream,17.0584,
3w_own_history,WELL-00022_20181101193049,rolling,29,30,1,stream,12.4876,
3w_own_history,WELL-00022_20181101193049,rolling,30,31,1,stream,22.4443,
3w_own_history,WELL-00022_20181101193049,static,0,1,0,fit,18.1972,
3w_own_history,WELL-00022_20181101193049,static,1,2,0,fit,26.2852,
3w_own_history,WELL-00022_20181101193049,static,2,3,0,fit,27.633,
3w_own_history,WELL-00022_20181101193049,static,3,4,0,threshold,28.9808,
3w_own_history,WELL-00022_20181101193049,static,4,5,0,threshold,27.633,
3w_own_history,WELL-00022_20181101193049,static,5,6,0,threshold,31.8963,
3w_own_history,WELL-00022_20181101193049,static,6,7,1,stream,39.2625,
3w_own_history,WELL-00022_20181101193049,static,7,8,1,stream,32.8725,
3w_own_history,WELL-00022_20181101193049,static,8,9,1,stream,41.1134,
3w_own_history,WELL-00022_20181101193049,static,9,10,1,stream,54.5927,
3w_own_history,WELL-00022_20181101193049,static,10,11,1,stream,54.5927,
3w_own_history,WELL-00022_20181101193049,static,11,12,1,stream,54.5927,
3w_own_history,WELL-00022_20181101193049,static,12,13,1,stream,54.5927,
3w_own_history,WELL-00022_20181101193049,static,13,14,1,stream,79.9788,
3w_own_history,WELL-00022_20181101193049,static,14,15,1,stream,80.4286,
3w_own_history,WELL-00022_20181101193049,static,15,16,1,stream,89.8076,
3w_own_history,WELL-00022_20181101193049,static,16,17,1,stream,86.1008,
3w_own_history,WELL-00022_20181101193049,static,17,18,1,stream,82.2257,
3w_own_history,WELL-00022_20181101193049,static,18,19,1,stream,107.1631,
3w_own_history,WELL-00022_20181101193049,static,19,20,1,stream,107.1631,
3w_own_history,WELL-00022_20181101193049,static,20,21,1,stream,106.3209,
3w_own_history,WELL-00022_20181101193049,static,21,22,1,stream,107.1631,
3w_own_history,WELL-00022_20181101193049,static,22,23,1,stream,104.1296,
3w_own_history,WELL-00022_20181101193049,static,23,24,1,stream,108.1737,
3w_own_history,WELL-00022_20181101193049,static,24,25,1,stream,108.5109,
3w_own_history,WELL-00022_20181101193049,static,25,26,1,stream,108.5109,
3w_own_history,WELL-00022_20181101193049,static,26,27,1,stream,108.5109,
3w_own_history,WELL-00022_20181101193049,static,27,28,1,stream,132.7738,
3w_own_history,WELL-00022_20181101193049,static,28,29,1,stream,134.1216,
3w_own_history,WELL-00022_20181101193049,static,29,30,1,stream,146.2531,
3w_own_history,WELL-00022_20181101193049,static,30,31,1,stream,157.0367,
3w_own_history,WELL-00023_20180826212652,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00023_20180826212652,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00023_20180826212652,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00023_20180826212652,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00023_20180826212652,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00023_20180826212652,clock,5,6,0,threshold,5.0,
3w_own_history,WELL-00023_20180826212652,clock,6,7,0,stream,6.0,
3w_own_history,WELL-00023_20180826212652,clock,7,8,0,stream,7.0,
3w_own_history,WELL-00023_20180826212652,clock,8,9,1,stream,8.0,
3w_own_history,WELL-00023_20180826212652,clock,9,10,1,stream,9.0,
3w_own_history,WELL-00023_20180826212652,clock,10,11,1,stream,10.0,
3w_own_history,WELL-00023_20180826212652,clock,11,12,1,stream,11.0,
3w_own_history,WELL-00023_20180826212652,clock,12,13,1,stream,12.0,
3w_own_history,WELL-00023_20180826212652,clock,13,14,1,stream,13.0,
3w_own_history,WELL-00023_20180826212652,clock,14,15,1,stream,14.0,
3w_own_history,WELL-00023_20180826212652,clock,15,16,1,stream,15.0,
3w_own_history,WELL-00023_20180826212652,clock,16,17,1,stream,16.0,
3w_own_history,WELL-00023_20180826212652,clock,17,18,1,stream,17.0,
3w_own_history,WELL-00023_20180826212652,clock,18,19,1,stream,18.0,
3w_own_history,WELL-00023_20180826212652,clock,19,20,1,stream,19.0,
3w_own_history,WELL-00023_20180826212652,clock,20,21,1,stream,20.0,
3w_own_history,WELL-00023_20180826212652,clock,21,22,1,stream,21.0,
3w_own_history,WELL-00023_20180826212652,clock,22,23,1,stream,22.0,
3w_own_history,WELL-00023_20180826212652,clock,23,24,1,stream,23.0,
3w_own_history,WELL-00023_20180826212652,clock,24,25,1,stream,24.0,
3w_own_history,WELL-00023_20180826212652,clock,25,26,1,stream,25.0,
3w_own_history,WELL-00023_20180826212652,clock,26,27,1,stream,26.0,
3w_own_history,WELL-00023_20180826212652,clock,27,28,1,stream,27.0,
3w_own_history,WELL-00023_20180826212652,clock,28,29,1,stream,28.0,
3w_own_history,WELL-00023_20180826212652,clock,29,30,1,stream,29.0,
3w_own_history,WELL-00023_20180826212652,clock,30,31,1,stream,30.0,
3w_own_history,WELL-00023_20180826212652,clock,31,32,1,stream,31.0,
3w_own_history,WELL-00023_20180826212652,clock,32,33,1,stream,32.0,
3w_own_history,WELL-00023_20180826212652,clock,33,34,1,stream,33.0,
3w_own_history,WELL-00023_20180826212652,clock,34,35,1,stream,34.0,
3w_own_history,WELL-00023_20180826212652,clock,35,36,1,stream,35.0,
3w_own_history,WELL-00023_20180826212652,clock,36,37,1,stream,36.0,
3w_own_history,WELL-00023_20180826212652,clock,37,38,1,stream,37.0,
3w_own_history,WELL-00023_20180826212652,clock,38,39,1,stream,38.0,
3w_own_history,WELL-00023_20180826212652,clock,39,40,1,stream,39.0,
3w_own_history,WELL-00023_20180826212652,clock,40,41,1,stream,40.0,
3w_own_history,WELL-00023_20180826212652,clock,41,42,1,stream,41.0,
3w_own_history,WELL-00023_20180826212652,clock,42,43,1,stream,42.0,
3w_own_history,WELL-00023_20180826212652,clock,43,44,1,stream,43.0,
3w_own_history,WELL-00023_20180826212652,clock,44,45,1,stream,44.0,
3w_own_history,WELL-00023_20180826212652,clock,45,46,1,stream,45.0,
3w_own_history,WELL-00023_20180826212652,clock,46,47,1,stream,46.0,
3w_own_history,WELL-00023_20180826212652,clock,47,48,1,stream,47.0,
3w_own_history,WELL-00023_20180826212652,clock,48,49,1,stream,48.0,
3w_own_history,WELL-00023_20180826212652,clock,49,50,1,stream,49.0,
3w_own_history,WELL-00023_20180826212652,clock,50,51,1,stream,50.0,
3w_own_history,WELL-00023_20180826212652,clock,51,52,1,stream,51.0,
3w_own_history,WELL-00023_20180826212652,clock,52,53,1,stream,52.0,
3w_own_history,WELL-00023_20180826212652,clock,53,54,1,stream,53.0,
3w_own_history,WELL-00023_20180826212652,clock,54,55,1,stream,54.0,
3w_own_history,WELL-00023_20180826212652,clock,55,56,1,stream,55.0,
3w_own_history,WELL-00023_20180826212652,clock,56,57,1,stream,56.0,
3w_own_history,WELL-00023_20180826212652,clock,57,58,1,stream,57.0,
3w_own_history,WELL-00023_20180826212652,clock,58,59,1,stream,58.0,
3w_own_history,WELL-00023_20180826212652,clock,59,60,1,stream,59.0,
3w_own_history,WELL-00023_20180826212652,clock,60,61,1,stream,60.0,
3w_own_history,WELL-00023_20180826212652,clock,61,62,1,stream,61.0,
3w_own_history,WELL-00023_20180826212652,clock,62,63,1,stream,62.0,
3w_own_history,WELL-00023_20180826212652,clock,63,64,1,stream,63.0,
3w_own_history,WELL-00023_20180826212652,clock,64,65,1,stream,64.0,
3w_own_history,WELL-00023_20180826212652,clock,65,66,1,stream,65.0,
3w_own_history,WELL-00023_20180826212652,clock,66,67,1,stream,66.0,
3w_own_history,WELL-00023_20180826212652,clock,67,68,1,stream,67.0,
3w_own_history,WELL-00023_20180826212652,clock,68,69,1,stream,68.0,
3w_own_history,WELL-00023_20180826212652,clock,69,70,1,stream,69.0,
3w_own_history,WELL-00023_20180826212652,clock,70,71,1,stream,70.0,
3w_own_history,WELL-00023_20180826212652,clock,71,72,1,stream,71.0,
3w_own_history,WELL-00023_20180826212652,clock,72,73,1,stream,72.0,
3w_own_history,WELL-00023_20180826212652,clock,73,74,1,stream,73.0,
3w_own_history,WELL-00023_20180826212652,clock,74,75,1,stream,74.0,
3w_own_history,WELL-00023_20180826212652,clock,75,76,1,stream,75.0,
3w_own_history,WELL-00023_20180826212652,clock,76,77,1,stream,76.0,
3w_own_history,WELL-00023_20180826212652,clock,77,78,1,stream,77.0,
3w_own_history,WELL-00023_20180826212652,clock,78,79,1,stream,78.0,
3w_own_history,WELL-00023_20180826212652,clock,79,80,1,stream,79.0,
3w_own_history,WELL-00023_20180826212652,clock,80,81,1,stream,80.0,
3w_own_history,WELL-00023_20180826212652,clock,81,82,1,stream,81.0,
3w_own_history,WELL-00023_20180826212652,clock,82,83,1,stream,82.0,
3w_own_history,WELL-00023_20180826212652,clock,83,84,1,stream,83.0,
3w_own_history,WELL-00023_20180826212652,clock,84,85,1,stream,84.0,
3w_own_history,WELL-00023_20180826212652,clock,85,86,1,stream,85.0,
3w_own_history,WELL-00023_20180826212652,clock,86,87,1,stream,86.0,
3w_own_history,WELL-00023_20180826212652,clock,87,88,1,stream,87.0,
3w_own_history,WELL-00023_20180826212652,clock,88,89,1,stream,88.0,
3w_own_history,WELL-00023_20180826212652,clock,89,90,1,stream,89.0,
3w_own_history,WELL-00023_20180826212652,clock,90,91,1,stream,90.0,
3w_own_history,WELL-00023_20180826212652,clock,91,92,1,stream,91.0,
3w_own_history,WELL-00023_20180826212652,clock,92,93,1,stream,92.0,
3w_own_history,WELL-00023_20180826212652,clock,93,94,1,stream,93.0,
3w_own_history,WELL-00023_20180826212652,clock,94,95,1,stream,94.0,
3w_own_history,WELL-00023_20180826212652,clock,95,96,1,stream,95.0,
3w_own_history,WELL-00023_20180826212652,clock,96,97,1,stream,96.0,
3w_own_history,WELL-00023_20180826212652,clock,97,98,1,stream,97.0,
3w_own_history,WELL-00023_20180826212652,clock,98,99,1,stream,98.0,
3w_own_history,WELL-00023_20180826212652,clock,99,100,1,stream,99.0,
3w_own_history,WELL-00023_20180826212652,clock,100,101,1,stream,100.0,
3w_own_history,WELL-00023_20180826212652,clock,101,102,1,stream,101.0,
3w_own_history,WELL-00023_20180826212652,clock,102,103,1,stream,102.0,
3w_own_history,WELL-00023_20180826212652,clock,103,104,1,stream,103.0,
3w_own_history,WELL-00023_20180826212652,clock,104,105,1,stream,104.0,
3w_own_history,WELL-00023_20180826212652,clock,105,106,1,stream,105.0,
3w_own_history,WELL-00023_20180826212652,clock,106,107,1,stream,106.0,
3w_own_history,WELL-00023_20180826212652,clock,107,108,1,stream,107.0,
3w_own_history,WELL-00023_20180826212652,clock,108,109,1,stream,108.0,
3w_own_history,WELL-00023_20180826212652,clock,109,110,1,stream,109.0,
3w_own_history,WELL-00023_20180826212652,clock,110,111,1,stream,110.0,
3w_own_history,WELL-00023_20180826212652,clock,111,112,1,stream,111.0,
3w_own_history,WELL-00023_20180826212652,clock,112,113,1,stream,112.0,
3w_own_history,WELL-00023_20180826212652,clock,113,114,1,stream,113.0,
3w_own_history,WELL-00023_20180826212652,clock,114,115,1,stream,114.0,
3w_own_history,WELL-00023_20180826212652,clock,115,116,1,stream,115.0,
3w_own_history,WELL-00023_20180826212652,clock,116,117,1,stream,116.0,
3w_own_history,WELL-00023_20180826212652,clock,117,118,1,stream,117.0,
3w_own_history,WELL-00023_20180826212652,clock,118,119,1,stream,118.0,
3w_own_history,WELL-00023_20180826212652,clock,119,120,1,stream,119.0,
3w_own_history,WELL-00023_20180826212652,clock,120,121,1,stream,120.0,
3w_own_history,WELL-00023_20180826212652,clock,121,122,1,stream,121.0,
3w_own_history,WELL-00023_20180826212652,clock,122,123,1,stream,122.0,
3w_own_history,WELL-00023_20180826212652,clock,123,124,1,stream,123.0,
3w_own_history,WELL-00023_20180826212652,clock,124,125,1,stream,124.0,
3w_own_history,WELL-00023_20180826212652,clock,125,126,1,stream,125.0,
3w_own_history,WELL-00023_20180826212652,clock,126,127,1,stream,126.0,
3w_own_history,WELL-00023_20180826212652,clock,127,128,1,stream,127.0,
3w_own_history,WELL-00023_20180826212652,clock,128,129,1,stream,128.0,
3w_own_history,WELL-00023_20180826212652,clock,129,130,1,stream,129.0,
3w_own_history,WELL-00023_20180826212652,clock,130,131,1,stream,130.0,
3w_own_history,WELL-00023_20180826212652,clock,131,132,1,stream,131.0,
3w_own_history,WELL-00023_20180826212652,clock,132,133,1,stream,132.0,
3w_own_history,WELL-00023_20180826212652,clock,133,134,1,stream,133.0,
3w_own_history,WELL-00023_20180826212652,clock,134,135,1,stream,134.0,
3w_own_history,WELL-00023_20180826212652,clock,135,136,1,stream,135.0,
3w_own_history,WELL-00023_20180826212652,clock,136,137,1,stream,136.0,
3w_own_history,WELL-00023_20180826212652,clock,137,138,1,stream,137.0,
3w_own_history,WELL-00023_20180826212652,clock,138,139,1,stream,138.0,
3w_own_history,WELL-00023_20180826212652,clock,139,140,1,stream,139.0,
3w_own_history,WELL-00023_20180826212652,clock,140,141,1,stream,140.0,
3w_own_history,WELL-00023_20180826212652,clock,141,142,1,stream,141.0,
3w_own_history,WELL-00023_20180826212652,clock,142,143,1,stream,142.0,
3w_own_history,WELL-00023_20180826212652,clock,143,144,1,stream,143.0,
3w_own_history,WELL-00023_20180826212652,clock,144,145,1,stream,144.0,
3w_own_history,WELL-00023_20180826212652,clock,145,146,1,stream,145.0,
3w_own_history,WELL-00023_20180826212652,clock,146,147,1,stream,146.0,
3w_own_history,WELL-00023_20180826212652,clock,147,148,1,stream,147.0,
3w_own_history,WELL-00023_20180826212652,clock,148,149,1,stream,148.0,
3w_own_history,WELL-00023_20180826212652,clock,149,150,1,stream,149.0,
3w_own_history,WELL-00023_20180826212652,clock,150,151,1,stream,150.0,
3w_own_history,WELL-00023_20180826212652,clock,151,152,1,stream,151.0,
3w_own_history,WELL-00023_20180826212652,clock,152,153,1,stream,152.0,
3w_own_history,WELL-00023_20180826212652,clock,153,154,1,stream,153.0,
3w_own_history,WELL-00023_20180826212652,differenced,0,1,0,fit,3.0451,
3w_own_history,WELL-00023_20180826212652,differenced,1,2,0,fit,2.485,
3w_own_history,WELL-00023_20180826212652,differenced,2,3,0,fit,3.1936,
3w_own_history,WELL-00023_20180826212652,differenced,3,4,0,threshold,3.9633,
3w_own_history,WELL-00023_20180826212652,differenced,4,5,0,threshold,3.9765,
3w_own_history,WELL-00023_20180826212652,differenced,5,6,0,threshold,2.3646,
3w_own_history,WELL-00023_20180826212652,differenced,6,7,0,stream,3.6271,
3w_own_history,WELL-00023_20180826212652,differenced,7,8,0,stream,3.4384,
3w_own_history,WELL-00023_20180826212652,differenced,8,9,1,stream,3.8086,
3w_own_history,WELL-00023_20180826212652,differenced,9,10,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,10,11,1,stream,3.7731,
3w_own_history,WELL-00023_20180826212652,differenced,11,12,1,stream,3.6869,
3w_own_history,WELL-00023_20180826212652,differenced,12,13,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,13,14,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,14,15,1,stream,2.703,
3w_own_history,WELL-00023_20180826212652,differenced,15,16,1,stream,2.5231,
3w_own_history,WELL-00023_20180826212652,differenced,16,17,1,stream,2.6726,
3w_own_history,WELL-00023_20180826212652,differenced,17,18,1,stream,3.1468,
3w_own_history,WELL-00023_20180826212652,differenced,18,19,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,19,20,1,stream,3.8741,
3w_own_history,WELL-00023_20180826212652,differenced,20,21,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,21,22,1,stream,4.7533,
3w_own_history,WELL-00023_20180826212652,differenced,22,23,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,23,24,1,stream,3.3943,
3w_own_history,WELL-00023_20180826212652,differenced,24,25,1,stream,2.5312,
3w_own_history,WELL-00023_20180826212652,differenced,25,26,1,stream,3.0812,
3w_own_history,WELL-00023_20180826212652,differenced,26,27,1,stream,2.807,
3w_own_history,WELL-00023_20180826212652,differenced,27,28,1,stream,3.9861,
3w_own_history,WELL-00023_20180826212652,differenced,28,29,1,stream,2.9465,
3w_own_history,WELL-00023_20180826212652,differenced,29,30,1,stream,3.2418,
3w_own_history,WELL-00023_20180826212652,differenced,30,31,1,stream,2.5763,
3w_own_history,WELL-00023_20180826212652,differenced,31,32,1,stream,3.7697,
3w_own_history,WELL-00023_20180826212652,differenced,32,33,1,stream,2.8022,
3w_own_history,WELL-00023_20180826212652,differenced,33,34,1,stream,2.4368,
3w_own_history,WELL-00023_20180826212652,differenced,34,35,1,stream,3.7818,
3w_own_history,WELL-00023_20180826212652,differenced,35,36,1,stream,2.5854,
3w_own_history,WELL-00023_20180826212652,differenced,36,37,1,stream,3.1173,
3w_own_history,WELL-00023_20180826212652,differenced,37,38,1,stream,2.6617,
3w_own_history,WELL-00023_20180826212652,differenced,38,39,1,stream,2.6737,
3w_own_history,WELL-00023_20180826212652,differenced,39,40,1,stream,5.2818,
3w_own_history,WELL-00023_20180826212652,differenced,40,41,1,stream,5.6495,
3w_own_history,WELL-00023_20180826212652,differenced,41,42,1,stream,3.1996,
3w_own_history,WELL-00023_20180826212652,differenced,42,43,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,43,44,1,stream,2.9769,
3w_own_history,WELL-00023_20180826212652,differenced,44,45,1,stream,3.1836,
3w_own_history,WELL-00023_20180826212652,differenced,45,46,1,stream,2.698,
3w_own_history,WELL-00023_20180826212652,differenced,46,47,1,stream,3.1454,
3w_own_history,WELL-00023_20180826212652,differenced,47,48,1,stream,2.6115,
3w_own_history,WELL-00023_20180826212652,differenced,48,49,1,stream,2.698,
3w_own_history,WELL-00023_20180826212652,differenced,49,50,1,stream,2.949,
3w_own_history,WELL-00023_20180826212652,differenced,50,51,1,stream,2.703,
3w_own_history,WELL-00023_20180826212652,differenced,51,52,1,stream,2.7816,
3w_own_history,WELL-00023_20180826212652,differenced,52,53,1,stream,3.6472,
3w_own_history,WELL-00023_20180826212652,differenced,53,54,1,stream,3.3775,
3w_own_history,WELL-00023_20180826212652,differenced,54,55,1,stream,3.5068,
3w_own_history,WELL-00023_20180826212652,differenced,55,56,1,stream,3.9962,
3w_own_history,WELL-00023_20180826212652,differenced,56,57,1,stream,4.0698,
3w_own_history,WELL-00023_20180826212652,differenced,57,58,1,stream,4.0875,
