bed,record,variable,scoring,reason,n_windows_unusable,n_windows_total
3w_own_history,WELL-00034_20190831210153,T-TPT,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190901060904,P-ANULAR,differenced,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00034_20190901060904,P-PDG,differenced,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00034_20190901060904,P-TPT,differenced,the scale over the baseline minutes is zero,22,22
3w_own_history,WELL-00034_20190901060904,T-TPT,differenced,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00034_20190901060904,P-ANULAR,rolling,no finite minute median over the baseline windows,19,19
3w_own_history,WELL-00034_20190901060904,P-PDG,rolling,no finite minute median over the baseline windows,19,19
3w_own_history,WELL-00034_20190901060904,P-TPT,rolling,the scale over the baseline minutes is zero,19,19
3w_own_history,WELL-00034_20190901060904,T-TPT,rolling,no finite minute median over the baseline windows,19,19
3w_own_history,WELL-00034_20190901060904,P-ANULAR,static,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00034_20190901060904,P-PDG,static,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00034_20190901060904,P-TPT,static,the scale over the baseline minutes is zero,22,22
3w_own_history,WELL-00034_20190901060904,T-TPT,static,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00035_20190819093245,P-ANULAR,differenced,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190819093245,P-PDG,differenced,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190819093245,P-TPT,differenced,the scale over the baseline minutes is zero,13,13
3w_own_history,WELL-00035_20190819093245,T-TPT,differenced,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190819093245,P-ANULAR,rolling,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00035_20190819093245,P-PDG,rolling,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00035_20190819093245,P-TPT,rolling,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00035_20190819093245,T-TPT,rolling,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00035_20190819093245,P-ANULAR,static,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190819093245,P-PDG,static,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190819093245,P-TPT,static,the scale over the baseline minutes is zero,13,13
3w_own_history,WELL-00035_20190819093245,T-TPT,static,no finite minute median over the baseline windows,13,13
3w_own_history,WELL-00035_20190827090706,P-ANULAR,differenced,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190827090706,P-PDG,differenced,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190827090706,P-TPT,differenced,the scale over the baseline minutes is zero,14,14
3w_own_history,WELL-00035_20190827090706,T-TPT,differenced,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190827090706,P-ANULAR,rolling,no finite minute median over the baseline windows,11,11
3w_own_history,WELL-00035_20190827090706,P-PDG,rolling,no finite minute median over the baseline windows,11,11
3w_own_history,WELL-00035_20190827090706,P-TPT,rolling,the scale over the baseline minutes is zero,11,11
3w_own_history,WELL-00035_20190827090706,T-TPT,rolling,no finite minute median over the baseline windows,11,11
3w_own_history,WELL-00035_20190827090706,P-ANULAR,static,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190827090706,P-PDG,static,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190827090706,P-TPT,static,the scale over the baseline minutes is zero,14,14
3w_own_history,WELL-00035_20190827090706,T-TPT,static,no finite minute median over the baseline windows,14,14
3w_own_history,WELL-00035_20190925061122,P-ANULAR,differenced,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00035_20190925061122,P-PDG,differenced,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00035_20190925061122,P-TPT,differenced,the scale over the baseline minutes is zero,31,31
3w_own_history,WELL-00035_20190925061122,T-TPT,differenced,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00035_20190925061122,P-ANULAR,rolling,no finite minute median over the baseline windows,28,28
3w_own_history,WELL-00035_20190925061122,P-PDG,rolling,no finite minute median over the baseline windows,28,28
3w_own_history,WELL-00035_20190925061122,P-TPT,rolling,the scale over the baseline minutes is zero,28,28
3w_own_history,WELL-00035_20190925061122,T-TPT,rolling,no finite minute median over the baseline windows,28,28
3w_own_history,WELL-00035_20190925061122,P-ANULAR,static,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00035_20190925061122,P-PDG,static,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00035_20190925061122,P-TPT,static,the scale over the baseline minutes is zero,31,31
3w_own_history,WELL-00035_20190925061122,T-TPT,static,no finite minute median over the baseline windows,31,31
3w_own_history,WELL-00037_20181011071238,P-ANULAR,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20181011071238,P-TPT,differenced,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00037_20181011071238,T-TPT,differenced,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00037_20181011071238,P-ANULAR,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00037_20181011071238,P-TPT,rolling,the scale over the baseline minutes is zero,4,4
3w_own_history,WELL-00037_20181011071238,T-TPT,rolling,the scale over the baseline minutes is zero,2,4
3w_own_history,WELL-00037_20181011071238,P-ANULAR,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20181011071238,P-TPT,static,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00037_20190924213000,P-ANULAR,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20190924213000,P-PDG,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20190924213000,P-TPT,differenced,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00037_20190924213000,P-ANULAR,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00037_20190924213000,P-PDG,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00037_20190924213000,P-TPT,rolling,the scale over the baseline minutes is zero,4,4
3w_own_history,WELL-00037_20190924213000,P-ANULAR,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20190924213000,P-PDG,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00037_20190924213000,P-TPT,static,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00038_20190924212924,P-ANULAR,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00038_20190924212924,P-ANULAR,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00038_20190924212924,P-TPT,rolling,the scale over the baseline minutes is zero,4,5
3w_own_history,WELL-00038_20190924212924,P-ANULAR,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00038_20190925093222,P-ANULAR,differenced,no finite minute median over the baseline windows,25,25
3w_own_history,WELL-00038_20190925093222,P-TPT,differenced,the scale over the baseline minutes is zero,25,25
3w_own_history,WELL-00038_20190925093222,P-ANULAR,rolling,no finite minute median over the baseline windows,22,22
3w_own_history,WELL-00038_20190925093222,P-TPT,rolling,the scale over the baseline minutes is zero,14,22
3w_own_history,WELL-00038_20190925093222,P-ANULAR,static,no finite minute median over the baseline windows,25,25
3w_own_history,WELL-00038_20190925093222,P-TPT,static,the scale over the baseline minutes is zero,25,25
3w_own_history,WELL-00039_20190924200204,P-PDG,differenced,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00039_20190924200204,P-TPT,differenced,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00039_20190924200204,T-TPT,differenced,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00039_20190924200204,P-PDG,rolling,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00039_20190924200204,P-TPT,rolling,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00039_20190924200204,T-TPT,rolling,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00039_20190924200204,P-PDG,static,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00039_20190924200204,P-TPT,static,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00039_20190924200204,T-TPT,static,the scale over the baseline minutes is zero,10,10
3w_own_history,WELL-00040_20181013160242,P-PDG,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00040_20181013160242,P-TPT,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00040_20181013160242,T-TPT,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00040_20181013160242,P-PDG,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00040_20181013160242,P-TPT,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00040_20181013160242,T-TPT,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00040_20181013160242,P-PDG,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00040_20181013160242,P-TPT,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00040_20181013160242,T-TPT,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00041_20181013160201,P-TPT,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00041_20181013160201,T-TPT,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00041_20181013160201,P-TPT,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00041_20181013160201,T-TPT,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00041_20181013160201,P-TPT,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00041_20181013160201,T-TPT,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00041_20190819163753,P-MON-CKP,rolling,the scale over the baseline minutes is zero,2,36
3w_own_history,WELL-00041_20190822143519,P-PDG,differenced,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190822143519,P-TPT,differenced,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190822143519,T-TPT,differenced,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190822143519,P-PDG,rolling,the scale over the baseline minutes is zero,12,23
3w_own_history,WELL-00041_20190822143519,P-TPT,rolling,the scale over the baseline minutes is zero,12,23
3w_own_history,WELL-00041_20190822143519,T-TPT,rolling,the scale over the baseline minutes is zero,12,23
3w_own_history,WELL-00041_20190822143519,P-PDG,static,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190822143519,P-TPT,static,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190822143519,T-TPT,static,the scale over the baseline minutes is zero,26,26
3w_own_history,WELL-00041_20190906051807,P-MON-CKP,differenced,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00041_20190917161232,P-MON-CKP,rolling,the scale over the baseline minutes is zero,2,49
3w_own_history,WELL-00042_20141217142745,P-JUS-CKGL,differenced,the scale over the baseline minutes is zero,9,9
skab,other__1,Pressure,differenced,the scale over the baseline minutes is zero,14,14
skab,other__1,Pressure,rolling,the scale over the baseline minutes is zero,11,11
skab,other__1,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,6,11
skab,other__1,Pressure,static,the scale over the baseline minutes is zero,14,14
skab,other__1,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,14,14
skab,other__10,Pressure,differenced,the scale over the baseline minutes is zero,24,24
skab,other__10,Pressure,rolling,the scale over the baseline minutes is zero,21,21
skab,other__10,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,9,21
skab,other__10,Pressure,static,the scale over the baseline minutes is zero,24,24
skab,other__11,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__11,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__11,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,14,18
skab,other__11,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__11,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,other__12,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__12,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__12,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,7,18
skab,other__12,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__12,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,other__13,Pressure,differenced,the scale over the baseline minutes is zero,19,19
skab,other__13,Pressure,rolling,the scale over the baseline minutes is zero,16,16
skab,other__13,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,3,16
skab,other__13,Pressure,static,the scale over the baseline minutes is zero,19,19
skab,other__14,Pressure,differenced,the scale over the baseline minutes is zero,16,16
skab,other__14,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,16,16
skab,other__14,Pressure,rolling,the scale over the baseline minutes is zero,13,13
skab,other__14,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,6,13
skab,other__14,Pressure,static,the scale over the baseline minutes is zero,16,16
skab,other__14,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,16,16
skab,other__2,Accelerometer1RMS,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Accelerometer2RMS,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Current,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Pressure,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Temperature,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Thermocouple,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Voltage,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,18,18
skab,other__2,Accelerometer1RMS,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Accelerometer2RMS,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Current,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Pressure,rolling,the scale over the baseline minutes is zero,15,15
skab,other__2,Temperature,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Thermocouple,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Voltage,rolling,the scale over the baseline minutes is zero,3,15
skab,other__2,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,15
skab,other__2,Pressure,static,the scale over the baseline minutes is zero,18,18
skab,other__3,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,other__3,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,other__3,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,other__3,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,other__3,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,other__4,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__4,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__4,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,18
skab,other__4,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__5,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__5,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__5,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,13,18
skab,other__5,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__5,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,other__6,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__6,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__6,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,16,18
skab,other__6,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__6,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,other__7,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,other__7,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,other__7,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,other__7,Thermocouple,rolling,the scale over the baseline minutes is zero,1,17
skab,other__7,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,9,17
skab,other__7,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,other__7,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,other__8,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,other__8,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,other__8,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,18
skab,other__8,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,other__8,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,other__9,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,other__9,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,other__9,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,other__9,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,other__9,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__0,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__0,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__0,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__0,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,15,17
skab,valve1__0,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__0,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__1,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__1,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__1,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__1,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,9,18
skab,valve1__1,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__1,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve1__10,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__10,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__10,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,17
skab,valve1__10,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__11,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__11,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__11,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__11,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,14,18
skab,valve1__11,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__11,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve1__12,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__12,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__12,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,16,18
skab,valve1__12,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__12,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve1__13,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__13,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__13,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,8,17
skab,valve1__13,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__13,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__14,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__14,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__14,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,valve1__14,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__14,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__15,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__15,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__15,Thermocouple,rolling,the scale over the baseline minutes is zero,2,18
skab,valve1__15,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,10,18
skab,valve1__15,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__15,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve1__2,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__2,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__2,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,17
skab,valve1__2,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__3,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__3,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__3,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__3,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,16,18
skab,valve1__3,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__3,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve1__4,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__4,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__4,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__4,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,valve1__4,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__4,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__5,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__5,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__5,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__5,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,valve1__5,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__5,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__6,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__6,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__6,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__6,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,17
skab,valve1__6,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__6,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__7,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__7,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__7,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,18
skab,valve1__7,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__8,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__8,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve1__8,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve1__8,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,13,17
skab,valve1__8,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve1__8,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve1__9,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__9,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,21,21
skab,valve1__9,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve1__9,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,13,18
skab,valve1__9,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve1__9,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve2__0,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve2__0,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve2__0,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,11,17
skab,valve2__0,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve2__0,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve2__1,Pressure,differenced,the scale over the baseline minutes is zero,21,21
skab,valve2__1,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,21,21
skab,valve2__1,Pressure,rolling,the scale over the baseline minutes is zero,18,18
skab,valve2__1,Thermocouple,rolling,the scale over the baseline minutes is zero,2,18
skab,valve2__1,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,14,18
skab,valve2__1,Pressure,static,the scale over the baseline minutes is zero,21,21
skab,valve2__1,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,21,21
skab,valve2__2,Pressure,differenced,the scale over the baseline minutes is zero,20,20
skab,valve2__2,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,20,20
skab,valve2__2,Pressure,rolling,the scale over the baseline minutes is zero,17,17
skab,valve2__2,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,12,17
skab,valve2__2,Pressure,static,the scale over the baseline minutes is zero,20,20
skab,valve2__2,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,20,20
skab,valve2__3,Pressure,differenced,the scale over the baseline minutes is zero,18,18
skab,valve2__3,Volume Flow RateRMS,differenced,the scale over the baseline minutes is zero,18,18
skab,valve2__3,Pressure,rolling,the scale over the baseline minutes is zero,15,15
skab,valve2__3,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,14,15
skab,valve2__3,Pressure,static,the scale over the baseline minutes is zero,18,18
skab,valve2__3,Volume Flow RateRMS,static,the scale over the baseline minutes is zero,18,18
skab_anomaly_free,anomaly-free__anomaly-free,Pressure,differenced,the scale over the baseline minutes is zero,167,167
skab_anomaly_free,anomaly-free__anomaly-free,Pressure,rolling,the scale over the baseline minutes is zero,164,164
skab_anomaly_free,anomaly-free__anomaly-free,Volume Flow RateRMS,rolling,the scale over the baseline minutes is zero,113,164
skab_anomaly_free,anomaly-free__anomaly-free,Pressure,static,the scale over the baseline minutes is zero,167,167
