bed,record,fold,group,position,window_index,window_start,label,role
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,85,86,2017-02-11T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,86,87,2017-02-11T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,87,88,2017-02-11T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,88,89,2017-02-11T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,89,90,2017-02-11T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,90,91,2017-02-11T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,91,92,2017-02-11T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,92,93,2017-02-11T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,93,94,2017-02-11T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,94,95,2017-02-11T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,95,96,2017-02-11T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,96,97,2017-02-12T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,97,98,2017-02-12T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,98,99,2017-02-12T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,99,100,2017-02-12T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,100,101,2017-02-12T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,101,102,2017-02-12T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,102,103,2017-02-12T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,103,104,2017-02-12T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,104,105,2017-02-12T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,105,106,2017-02-12T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,106,107,2017-02-12T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,107,108,2017-02-12T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,108,109,2017-02-12T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,109,110,2017-02-12T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,110,111,2017-02-12T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,111,112,2017-02-12T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,112,113,2017-02-12T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,113,114,2017-02-12T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,114,115,2017-02-12T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,115,116,2017-02-12T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,116,117,2017-02-12T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,117,118,2017-02-12T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,118,119,2017-02-12T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,119,120,2017-02-12T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,120,121,2017-02-13T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,121,122,2017-02-13T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,122,123,2017-02-13T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,123,124,2017-02-13T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,124,125,2017-02-13T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,125,126,2017-02-13T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,126,127,2017-02-13T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,127,128,2017-02-13T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,128,129,2017-02-13T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,129,130,2017-02-13T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,130,131,2017-02-13T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,131,132,2017-02-13T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,132,133,2017-02-13T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,133,134,2017-02-13T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,134,135,2017-02-13T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,135,136,2017-02-13T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,136,137,2017-02-13T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,137,138,2017-02-13T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,138,139,2017-02-13T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,139,140,2017-02-13T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,140,141,2017-02-13T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,141,142,2017-02-13T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,142,143,2017-02-13T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,143,144,2017-02-13T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,144,145,2017-02-14T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,145,146,2017-02-14T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,146,147,2017-02-14T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,147,148,2017-02-14T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,148,149,2017-02-14T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,149,150,2017-02-14T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,150,151,2017-02-14T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,151,152,2017-02-14T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,152,153,2017-02-14T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,153,154,2017-02-14T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,154,155,2017-02-14T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,155,156,2017-02-14T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,156,157,2017-02-14T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,157,158,2017-02-14T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,158,159,2017-02-14T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,159,160,2017-02-14T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170207230000,WELL-00026,mixed,160,161,2017-02-14T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,0,1,2017-06-09T00:00:00+00:00,0,fit
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,1,2,2017-06-09T01:00:00+00:00,0,fit
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,2,3,2017-06-09T02:00:00+00:00,0,fit
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,3,4,2017-06-09T03:00:00+00:00,0,threshold
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,4,5,2017-06-09T04:00:00+00:00,0,threshold
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,5,6,2017-06-09T05:00:00+00:00,0,threshold
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,6,7,2017-06-09T06:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,7,8,2017-06-09T07:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,8,9,2017-06-09T08:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,9,10,2017-06-09T09:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,10,11,2017-06-09T10:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,11,12,2017-06-09T11:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,12,13,2017-06-09T12:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,13,14,2017-06-09T13:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,14,15,2017-06-09T14:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,15,16,2017-06-09T15:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,16,17,2017-06-09T16:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,17,18,2017-06-09T17:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,18,19,2017-06-09T18:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,19,20,2017-06-09T19:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,20,21,2017-06-09T20:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,21,22,2017-06-09T21:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,22,23,2017-06-09T22:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,23,24,2017-06-09T23:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,24,25,2017-06-10T00:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,25,26,2017-06-10T01:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,26,27,2017-06-10T02:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,27,28,2017-06-10T03:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,28,29,2017-06-10T04:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,29,30,2017-06-10T05:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,30,31,2017-06-10T06:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,31,32,2017-06-10T07:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,32,33,2017-06-10T08:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,33,34,2017-06-10T09:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,34,35,2017-06-10T10:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,35,36,2017-06-10T11:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,36,37,2017-06-10T12:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,37,38,2017-06-10T13:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,38,39,2017-06-10T14:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,39,40,2017-06-10T15:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,40,41,2017-06-10T16:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,41,42,2017-06-10T17:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,42,43,2017-06-10T18:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,43,44,2017-06-10T19:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,44,45,2017-06-10T20:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,45,46,2017-06-10T21:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,46,47,2017-06-10T22:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,47,48,2017-06-10T23:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,48,49,2017-06-11T00:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,49,50,2017-06-11T01:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,50,51,2017-06-11T02:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,51,52,2017-06-11T03:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,52,53,2017-06-11T04:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,53,54,2017-06-11T05:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,54,55,2017-06-11T06:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,55,56,2017-06-11T07:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,56,57,2017-06-11T08:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,57,58,2017-06-11T09:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,58,59,2017-06-11T10:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,59,60,2017-06-11T11:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,60,61,2017-06-11T12:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,61,62,2017-06-11T13:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,62,63,2017-06-11T14:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,63,64,2017-06-11T15:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,64,65,2017-06-11T16:00:00+00:00,0,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,65,66,2017-06-11T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,66,67,2017-06-11T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,67,68,2017-06-11T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,68,69,2017-06-11T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,69,70,2017-06-11T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,70,71,2017-06-11T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,71,72,2017-06-11T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,72,73,2017-06-12T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,73,74,2017-06-12T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,74,75,2017-06-12T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,75,76,2017-06-12T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,76,77,2017-06-12T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,77,78,2017-06-12T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,78,79,2017-06-12T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,79,80,2017-06-12T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,80,81,2017-06-12T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,81,82,2017-06-12T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,82,83,2017-06-12T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,83,84,2017-06-12T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,84,85,2017-06-12T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,85,86,2017-06-12T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,86,87,2017-06-12T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,87,88,2017-06-12T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,88,89,2017-06-12T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,89,90,2017-06-12T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,90,91,2017-06-12T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,91,92,2017-06-12T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,92,93,2017-06-12T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,93,94,2017-06-12T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,94,95,2017-06-12T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,95,96,2017-06-12T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,96,97,2017-06-13T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,97,98,2017-06-13T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,98,99,2017-06-13T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,99,100,2017-06-13T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,100,101,2017-06-13T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,101,102,2017-06-13T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,102,103,2017-06-13T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,103,104,2017-06-13T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,104,105,2017-06-13T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,105,106,2017-06-13T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,106,107,2017-06-13T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,107,108,2017-06-13T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,108,109,2017-06-13T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,109,110,2017-06-13T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,110,111,2017-06-13T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,111,112,2017-06-13T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,112,113,2017-06-13T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,113,114,2017-06-13T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,114,115,2017-06-13T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,115,116,2017-06-13T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,116,117,2017-06-13T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,117,118,2017-06-13T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,118,119,2017-06-13T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,119,120,2017-06-13T23:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,120,121,2017-06-14T00:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,121,122,2017-06-14T01:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,122,123,2017-06-14T02:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,123,124,2017-06-14T03:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,124,125,2017-06-14T04:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,125,126,2017-06-14T05:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,126,127,2017-06-14T06:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,127,128,2017-06-14T07:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,128,129,2017-06-14T08:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,129,130,2017-06-14T09:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,130,131,2017-06-14T10:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,131,132,2017-06-14T11:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,132,133,2017-06-14T12:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,133,134,2017-06-14T13:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,134,135,2017-06-14T14:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,135,136,2017-06-14T15:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,136,137,2017-06-14T16:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,137,138,2017-06-14T17:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,138,139,2017-06-14T18:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,139,140,2017-06-14T19:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,140,141,2017-06-14T20:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,141,142,2017-06-14T21:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,142,143,2017-06-14T22:00:00+00:00,1,stream
3w_own_history,WELL-00026_20170608230000,WELL-00026,mixed,143,144,2017-06-14T23:00:00+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,0,1,2023-09-18T18:01:06+00:00,0,fit
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,1,2,2023-09-18T19:01:06+00:00,0,fit
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,2,3,2023-09-18T20:01:06+00:00,0,fit
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,3,4,2023-09-18T21:01:06+00:00,0,threshold
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,4,5,2023-09-18T22:01:06+00:00,0,threshold
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,5,6,2023-09-18T23:01:06+00:00,0,threshold
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,6,7,2023-09-19T00:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,7,8,2023-09-19T01:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,8,9,2023-09-19T02:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,9,10,2023-09-19T03:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,10,11,2023-09-19T04:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,11,12,2023-09-19T05:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,12,13,2023-09-19T06:01:06+00:00,0,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,13,14,2023-09-19T07:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,14,15,2023-09-19T08:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,15,16,2023-09-19T09:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,16,17,2023-09-19T10:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,17,18,2023-09-19T11:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,18,19,2023-09-19T12:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,19,20,2023-09-19T13:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,20,21,2023-09-19T14:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,21,22,2023-09-19T15:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,22,23,2023-09-19T16:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,23,24,2023-09-19T17:01:06+00:00,1,stream
3w_own_history,WELL-00027_20230918170106,WELL-00027,mixed,24,25,2023-09-19T18:01:06+00:00,1,stream
